ID;Description;GeneRatio;BgRatio;pvalue;p.adjust;qvalue;geneID;Count
GO:0042435;indole-containing compound biosynthetic process;4/260;53/21505;0.003842158801154666;0.033196252041976314;0.026895111608082663;CYP71A13/ATWRKY33/ATWRKY70/CYP81F2;4
GO:0043069;negative regulation of programmed cell death;3/260;27/21505;0.004123142590346056;0.0352712395847425;0.028576235774675638;AT-SYR1/ATSYP122/AtGILP;3
GO:0002757;immune response-activating signal transduction;3/260;28/21505;0.00457710069378728;0.03839432038283699;0.031106509569428117;AtRLP23/AtNUDT7/NA;3
GO:0010942;positive regulation of cell death;3/260;28/21505;0.00457710069378728;0.03839432038283699;0.031106509569428117;EVR/ATEDS1/AtGH3.12;3
GO:0002764;immune response-regulating signaling pathway;3/260;29/21505;0.005060128596159826;0.042037991414250866;0.03405855785876807;AtRLP23/AtNUDT7/NA;3
GO:0042752;regulation of circadian rhythm;4/260;58/21505;0.0053117402304944435;0.043708033896639985;0.035411601536629624;ARR4/ATCCR2/COR28/COR27;4
GO:0052386;cell wall thickening;3/260;30/21505;0.005572727850370985;0.045422989270948406;0.03680103297414802;ATFH4/GGP/CYP81F2;3
GO:0015976;carbon utilization;2/260;10/21505;0.006146388141393611;0.04871999407489982;0.03947221742179383;ATBCA1/BETA;2
GO:0070370;cellular heat acclimation;2/260;10/21505;0.006146388141393611;0.04871999407489982;0.03947221742179383;ATWRKY25/ATWRKY33;2
GO:2000278;regulation of DNA biosynthetic process;2/260;10/21505;0.006146388141393611;0.04871999407489982;0.03947221742179383;ATBT2/AtPOT1b;2
GO:0010150;leaf senescence;6/260;136/21505;0.006273991720989445;0.04927935315395346;0.03992540186084192;ATSERK4/ATNHL10/ATMLO12/ATWRKY70/AtWRKY22/AtLEA5;6
GO:0000160;phosphorelay signal transduction system;5/260;97/21505;0.006496879380996084;0.05057030437099655;0.04097131141168702;AtTEM1/ATP8/ATERF3/ATWRKY70/ATERF6;5
GO:2000070;regulation of response to water deprivation;3/260;32/21505;0.006688490822228171;0.05159692920004589;0.04180306763892607;ATWRKY46/LDAP3/ATWRKY70;3
GO:0000304;response to singlet oxygen;2/260;11/21505;0.007452633337302142;0.056982966402027;0.046166755186827425;NA/ATEDS1;2
GO:0009735;response to cytokinin;5/260;104/21505;0.008664029455599138;0.06566422324243557;0.05320018086771401;ARR4/AUF1/OSU1/ABCB4/GATA21;5
GO:0043067;regulation of programmed cell death;4/260;68/21505;0.009285564516390168;0.06922105270996386;0.05608187140853554;AT-SYR1/ATSYP122/AtGILP/AtGH3.12;4
GO:0047484;regulation of response to osmotic stress;3/260;36/21505;0.009293567261985889;0.06922105270996386;0.05608187140853554;AthCYSTM3/ATWRKY70/ATWRKY8;3
GO:0051194;positive regulation of cofactor metabolic process;2/260;13/21505;0.010402344655284463;0.07681731437748526;0.06223625007435149;AtBBE22/GATA21;2
GO:0009966;regulation of signal transduction;9/260;298/21505;0.010656459371201393;0.07802695675184748;0.063216284405432;ATERF3/ATWRKY46/ABCB4/ATWRKY70/ARCK1/ATWRKY11/AIP2/ATNPR3/GATA21;9
GO:0045927;positive regulation of growth;3/260;38/21505;0.01078832463207496;0.07832867632027535;0.0634607331298527;PSI2/SAUR78/LDAP3;3
GO:0023051;regulation of signaling;9/260;303/21505;0.011782963432137923;0.08483733671139305;0.06873395335413789;ATERF3/ATWRKY46/ABCB4/ATWRKY70/ARCK1/ATWRKY11/AIP2/ATNPR3/GATA21;9
GO:0002218;activation of innate immune response;3/260;40/21505;0.01241415540199299;0.08720187209204833;0.070649664889391;AtRLP23/ATWRKY70/AtNUDT7;3
GO:0009838;abscission;3/260;40/21505;0.01241415540199299;0.08720187209204833;0.070649664889391;ATICS1/EVR/ATEDS1;3
GO:0048278;vesicle docking;3/260;40/21505;0.01241415540199299;0.08720187209204833;0.070649664889391;ATSYP111/AT-SYR1/ATSYP122;3
GO:0019748;secondary metabolic process;10/260;360/21505;0.012616611343970864;0.0872060176095266;0.07065302352623684;ATGSTU26/ATGSTU11/ATCCR2/CYP71A13/ATWRKY33/ATWRKY70/BGLU30/ATGSTF13/ATBCB/CYP81F2;10
GO:2000113;negative regulation of cellular macromolecule biosynthetic process;10/260;360/21505;0.012616611343970864;0.0872060176095266;0.07065302352623684;STZ/ATERF3/ATWRKY6/ADO3/AtRAV2/ATWRKY70/COR28/AT-HSFB1/AtPOT1b/COR27;10
GO:0010646;regulation of cell communication;9/260;307/21505;0.01274648517324423;0.087404469759389;0.0708138065180235;ATERF3/ATWRKY46/ABCB4/ATWRKY70/ARCK1/ATWRKY11/AIP2/ATNPR3/GATA21;9
GO:0032940;secretion by cell;4/260;75/21505;0.012983412397682222;0.0882345402097456;0.07148631729956241;ATSYP111/AT-SYR1/ATSYP122/ATRMA1;4
GO:0010558;negative regulation of macromolecule biosynthetic process;10/260;362/21505;0.013071783734777126;0.0882345402097456;0.07148631729956241;STZ/ATERF3/ATWRKY6/ADO3/AtRAV2/ATWRKY70/COR28/AT-HSFB1/AtPOT1b/COR27;10
GO:0002221;pattern recognition receptor signaling pathway;2/260;15/21505;0.013782543839651225;0.09021301422317166;0.07308924763451406;BIK1/LecRK-VI.2;2
GO:0009862;systemic acquired resistance, salicylic acid mediated signaling pathway;2/260;15/21505;0.013782543839651225;0.09021301422317166;0.07308924763451406;ATEDS1/ATWRKY70;2
GO:0010310;regulation of hydrogen peroxide metabolic process;2/260;15/21505;0.013782543839651225;0.09021301422317166;0.07308924763451406;ATEDS1/AtBBE22;2
GO:0010540;basipetal auxin transport;2/260;15/21505;0.013782543839651225;0.09021301422317166;0.07308924763451406;AUF1/ABCB4;2
GO:0042430;indole-containing compound metabolic process;4/260;77/21505;0.014189283411100151;0.09217699900143256;0.07468043900579027;CYP71A13/ATWRKY33/ATWRKY70/CYP81F2;4
GO:0052544;defense response by callose deposition in cell wall;2/260;16/21505;0.015627095702857915;0.10075978124827789;0.08163408202985478;GGP/CYP81F2;2
GO:0009611;response to wounding;7/260;215/21505;0.015970873631799037;0.10221359124351384;0.08281193735006909;STZ/TAT/ATBT2/BAP1/ACS6/NHL3/ATBCB;7
GO:0009637;response to blue light;4/260;81/21505;0.016808413917144403;0.10678286488538796;0.08651389516177267;ADO3/BIC2/COR28/COR27;4
GO:0044550;secondary metabolite biosynthetic process;6/260;169/21505;0.017053043183145506;0.10754619934480086;0.08713233743213032;ATCCR2/CYP71A13/ATWRKY33/ATWRKY70/ATBCB/CYP81F2;6
GO:0031327;negative regulation of cellular biosynthetic process;10/260;381/21505;0.018034332646791565;0.11246498722702677;0.09111746650337817;STZ/ATERF3/ATWRKY6/ADO3/AtRAV2/ATWRKY70/COR28/AT-HSFB1/AtPOT1b/COR27;10
GO:0006906;vesicle fusion;3/260;46/21505;0.018093325491385093;0.11246498722702677;0.09111746650337817;ATSYP111/AT-SYR1/ATSYP122;3
GO:0046903;secretion;4/260;84/21505;0.01895856411062453;0.11700142422556854;0.09479282055312266;ATSYP111/AT-SYR1/ATSYP122/ATRMA1;4
GO:0045934;negative regulation of nucleobase-containing compound metabolic process;9/260;329/21505;0.01912516516087205;0.11719250141130108;0.09494762845823004;STZ/ATERF3/ATWRKY6/AtRAV2/ATWRKY70/COR28/AT-HSFB1/AtPOT1b/COR27;9
GO:0042343;indole glucosinolate metabolic process;2/260;18/21505;0.019611590144213;0.11932685834225375;0.09667685282358522;ATWRKY70/CYP81F2;2
GO:0009890;negative regulation of biosynthetic process;10/260;387/21505;0.01985759464605589;0.11997875366568032;0.09720500875691694;STZ/ATERF3/ATWRKY6/ADO3/AtRAV2/ATWRKY70/COR28/AT-HSFB1/AtPOT1b/COR27;10
GO:1900424;regulation of defense response to bacterium;3/260;48/21505;0.020256942837485484;0.12121044610023546;0.09820290772009818;BIK1/NA/NA;3
GO:0006457;protein folding;6/260;176/21505;0.020383717498630664;0.12121044610023546;0.09820290772009818;NA/Hsp70b/ATHSP17.4/HSP17.6II/AT-HSP17.6A/HSP18.2;6
GO:0048284;organelle fusion;4/260;86/21505;0.02048232075304905;0.12121044610023546;0.09820290772009818;ATSYP111/AT-SYR1/ATSYP122/AtIQM1;4
GO:0009407;toxin catabolic process;3/260;49/21505;0.02138979517212325;0.1248701555994222;0.10116795013842078;ATGSTU26/ATGSTU11/ATGSTF13;3
GO:0051193;regulation of cofactor metabolic process;3/260;49/21505;0.02138979517212325;0.1248701555994222;0.10116795013842078;ATEDS1/AtBBE22/GATA21;3
GO:1900457;regulation of brassinosteroid mediated signaling pathway;2/260;19/21505;0.021746276692181463;0.1260992151815086;0.10216371600353709;ATWRKY46/ATWRKY70;2
GO:0090174;organelle membrane fusion;3/260;50/21505;0.02255670726481499;0.12992663384533434;0.10526463390246996;ATSYP111/AT-SYR1/ATSYP122;3
GO:0051241;negative regulation of multicellular organismal process;5/260;134/21505;0.023574297953631317;0.13488869822475139;0.10928482495060876;EVR/ATBCA1/ATWRKY70/GATA21/HIPP3;5
GO:0009612;response to mechanical stimulus;2/260;20/21505;0.023972499955818828;0.1362647365909702;0.11039967084916567;ATCAL4/ACS6;2
GO:0009910;negative regulation of flower development;3/260;52/21505;0.02499269894808873;0.13842110186633758;0.1121467260491161;EVR/GATA21/HIPP3;3
GO:0010286;heat acclimation;3/260;52/21505;0.02499269894808873;0.13842110186633758;0.1121467260491161;ATWRKY25/ATWRKY33/HSP18.2;3
GO:0022406;membrane docking;3/260;52/21505;0.02499269894808873;0.13842110186633758;0.1121467260491161;ATSYP111/AT-SYR1/ATSYP122;3
GO:0140056;organelle localization by membrane tethering;3/260;52/21505;0.02499269894808873;0.13842110186633758;0.1121467260491161;ATSYP111/AT-SYR1/ATSYP122;3
GO:0009738;abscisic acid-activated signaling pathway;6/260;186/21505;0.02586934280867897;0.14236377188980018;0.11534101889219925;ATCDPK3/ATBT2/ARCK1/LecRK-VI.2/LecRK-VI.3/AIP2;6
GO:0010962;regulation of glucan biosynthetic process;2/260;21/21505;0.02628775251720096;0.14375074794216222;0.11646472634202956;ADO3/AtNUDT7;2
GO:0140352;export from cell;4/260;95/21505;0.028256362866936998;0.1535440095410916;0.12439908180412515;ATSYP111/AT-SYR1/ATSYP122/ATRMA1;4
GO:0045489;pectin biosynthetic process;3/260;55/21505;0.02890163305848831;0.15509944697226027;0.1256592741673405;OSU1/GATL10/GATL2;3
GO:2000377;regulation of reactive oxygen species metabolic process;3/260;55/21505;0.02890163305848831;0.15509944697226027;0.1256592741673405;ATP8/ATEDS1/AtBBE22;3
GO:0045892;negative regulation of transcription, DNA-templated;8/260;300/21505;0.030052664428034937;0.16028087694951965;0.12985719197299048;STZ/ATERF3/ATWRKY6/AtRAV2/ATWRKY70/COR28/AT-HSFB1/COR27;8
GO:1902679;negative regulation of RNA biosynthetic process;8/260;302/21505;0.03108144456695865;0.16226309999178692;0.13146315971556813;STZ/ATERF3/ATWRKY6/AtRAV2/ATWRKY70/COR28/AT-HSFB1/COR27;8
GO:1903507;negative regulation of nucleic acid-templated transcription;8/260;302/21505;0.03108144456695865;0.16226309999178692;0.13146315971556813;STZ/ATERF3/ATWRKY6/AtRAV2/ATWRKY70/COR28/AT-HSFB1/COR27;8
GO:0010112;regulation of systemic acquired resistance;2/260;23/21505;0.031175549303977583;0.16226309999178692;0.13146315971556813;NA/AtGH3.12;2
GO:0032885;regulation of polysaccharide biosynthetic process;2/260;23/21505;0.031175549303977583;0.16226309999178692;0.13146315971556813;ADO3/AtNUDT7;2
GO:0006749;glutathione metabolic process;3/260;57/21505;0.031676827850790124;0.16290940037549206;0.13198678271162553;ATGSTU26/ATGSTU11/ATGSTF13;3
GO:0009736;cytokinin-activated signaling pathway;3/260;57/21505;0.031676827850790124;0.16290940037549206;0.13198678271162553;ARR4/AUF1/GATA21;3
GO:0006887;exocytosis;3/260;58/21505;0.0331149235391699;0.169297597265342;0.137162405191828;ATSYP111/AT-SYR1/ATSYP122;3
GO:0051093;negative regulation of developmental process;5/260;149/21505;0.03499827608098236;0.1778735913762868;0.1441105485687509;EVR/ATBCA1/ATWRKY70/GATA21/HIPP3;5
GO:2000028;regulation of photoperiodism, flowering;3/260;60/21505;0.0360915210955486;0.18174230477976402;0.1472449228539755;COR28/COR27/GATA21;3
GO:0010104;regulation of ethylene-activated signaling pathway;2/260;25/21505;0.036390530933911085;0.18174230477976402;0.1472449228539755;ATERF3/ATWRKY70;2
GO:0070297;regulation of phosphorelay signal transduction system;2/260;25/21505;0.036390530933911085;0.18174230477976402;0.1472449228539755;ATERF3/ATWRKY70;2
GO:0051253;negative regulation of RNA metabolic process;8/260;313/21505;0.03717311684956396;0.18383906271166994;0.1489436850673252;STZ/ATERF3/ATWRKY6/AtRAV2/ATWRKY70/COR28/AT-HSFB1/COR27;8
GO:0010817;regulation of hormone levels;9/260;371/21505;0.0372359212668313;0.18383906271166994;0.1489436850673252;CAD1/ATGA2OX2/ATICS1/AUF1/AtSOT1/ABCB4/AOC3/ACS6/ACCS7;9
GO:0034605;cellular response to heat;3/260;61/21505;0.03762974884419494;0.18472785796241153;0.149663773812139;ATWRKY25/ATWRKY33/AT-HSFB1;3
GO:0009733;response to auxin;8/260;315/21505;0.0383611510599399;0.1871255008252991;0.1516063085390155;SAUR78/SAUR6/ABCB4/ATBT2/ACS6/SAUR14/SAUR16/GATA21;8
GO:0002758;innate immune response-activating signal transduction;2/260;26/21505;0.03911493180119349;0.1871255008252991;0.1516063085390155;AtRLP23/AtNUDT7;2
GO:0006855;drug transmembrane transport;2/260;26/21505;0.03911493180119349;0.1871255008252991;0.1516063085390155;GAMMA-TIP/DIC2;2
GO:0061025;membrane fusion;3/260;62/21505;0.039201059779374;0.1871255008252991;0.1516063085390155;ATSYP111/AT-SYR1/ATSYP122;3
GO:0071368;cellular response to cytokinin stimulus;3/260;62/21505;0.039201059779374;0.1871255008252991;0.1516063085390155;ARR4/AUF1/GATA21;3
GO:0009991;response to extracellular stimulus;7/260;263/21505;0.04135305783415001;0.1963134174104704;0.1590502224390385;ATWRKY6/FEP1/NA/ATEDS1/AtLEA5/AT4/ATL31;7
GO:0052543;callose deposition in cell wall;2/260;27/21505;0.041914274938061276;0.1978903472485516;0.1603278276319284;GGP/CYP81F2;2
GO:0009639;response to red or far red light;6/260;212/21505;0.04447142194214607;0.2080398902611071;0.16855083701710066;ARR4/PAPP2C/ATGA2OX2/AT-EXP1/COR28/COR27;6
GO:1901000;regulation of response to salt stress;2/260;28/21505;0.04478636526454389;0.2080398902611071;0.16855083701710066;AthCYSTM3/ATWRKY8;2
GO:1903409;reactive oxygen species biosynthetic process;2/260;28/21505;0.04478636526454389;0.2080398902611071;0.16855083701710066;ATP8/AtBBE22;2
GO:0071215;cellular response to abscisic acid stimulus;6/260;214/21505;0.04617557933179458;0.2082722158350632;0.16873906375525957;ATCDPK3/ATBT2/ARCK1/LecRK-VI.2/LecRK-VI.3/AIP2;6
GO:0097306;cellular response to alcohol;6/260;214/21505;0.04617557933179458;0.2082722158350632;0.16873906375525957;ATCDPK3/ATBT2/ARCK1/LecRK-VI.2/LecRK-VI.3/AIP2;6
GO:0009739;response to gibberellin;4/260;112/21505;0.04715862857217514;0.2082722158350632;0.16873906375525957;AT-EXP1/GAMMA-TIP/GIS/GATA21;4
GO:0006833;water transport;2/260;29/21505;0.04772904946220199;0.2082722158350632;0.16873906375525957;GAMMA-TIP/AT-SYR1;2
GO:0009692;ethylene metabolic process;2/260;29/21505;0.04772904946220199;0.2082722158350632;0.16873906375525957;ACS6/ACCS7;2
GO:0009693;ethylene biosynthetic process;2/260;29/21505;0.04772904946220199;0.2082722158350632;0.16873906375525957;ACS6/ACCS7;2
GO:0042044;fluid transport;2/260;29/21505;0.04772904946220199;0.2082722158350632;0.16873906375525957;GAMMA-TIP/AT-SYR1;2
GO:0043449;cellular alkene metabolic process;2/260;29/21505;0.04772904946220199;0.2082722158350632;0.16873906375525957;ACS6/ACCS7;2
GO:0043450;alkene biosynthetic process;2/260;29/21505;0.04772904946220199;0.2082722158350632;0.16873906375525957;ACS6/ACCS7;2
GO:0052542;defense response by callose deposition;2/260;29/21505;0.04772904946220199;0.2082722158350632;0.16873906375525957;GGP/CYP81F2;2
GO:1900673;olefin metabolic process;2/260;29/21505;0.04772904946220199;0.2082722158350632;0.16873906375525957;ACS6/ACCS7;2
GO:1900674;olefin biosynthetic process;2/260;29/21505;0.04772904946220199;0.2082722158350632;0.16873906375525957;ACS6/ACCS7;2
GO:0048581;negative regulation of post-embryonic development;4/260;114/21505;0.04974919764430711;0.21599651640543388;0.17499717764329134;EVR/ATBCA1/GATA21/HIPP3;4
GO:0002213;defense response to insect;2/260;30/21505;0.05074021529161848;0.2170274555047444;0.17583242922838085;AO/CYP81F2;2
GO:0007584;response to nutrient;2/260;30/21505;0.05074021529161848;0.2170274555047444;0.17583242922838085;NA/ATEDS1;2
GO:0017000;antibiotic biosynthetic process;2/260;30/21505;0.05074021529161848;0.2170274555047444;0.17583242922838085;ATICS1/AtBBE22;2
GO:0016999;antibiotic metabolic process;4/260;117/21505;0.053779176742252494;0.22889265372071999;0.18544543704224997;CAD1/ATICS1/ATEDS1/AtBBE22;4
GO:0042445;hormone metabolic process;7/260;281/21505;0.05531945221586753;0.2342941505613213;0.18982164976032978;CAD1/ATGA2OX2/ATICS1/AtSOT1/AOC3/ACS6/ACCS7;7
GO:0048573;photoperiodism, flowering;4/260;119/21505;0.056561480656515804;0.2377450195202133;0.19261749266683947;AtTEM1/COR28/COR27/GATA21;4
GO:0010224;response to UV-B;3/260;72/21505;0.05669198514695284;0.2377450195202133;0.19261749266683947;NA/ATLPP1/VQ12;3
GO:0009625;response to insect;2/260;32/21505;0.056959744260051105;0.2377450195202133;0.19261749266683947;ATWRKY70/AtLEA5;2
GO:0031667;response to nutrient levels;6/260;227/21505;0.058236811794855015;0.24190675668632086;0.19598927046345438;ATWRKY6/FEP1/NA/ATEDS1/AT4/ATL31;6
GO:2000242;negative regulation of reproductive process;3/260;73/21505;0.05861399682173413;0.24230858016257553;0.19631482189097557;EVR/GATA21/HIPP3;3
GO:0009411;response to UV;4/260;121/21505;0.05941987764218289;0.24339262893502994;0.1971931021464363;NA/ATLPP1/VQ12/AtBCS1;4
GO:0071897;DNA biosynthetic process;2/260;33/21505;0.06016408231604472;0.24339262893502994;0.1971931021464363;ATBT2/AtPOT1b;2
GO:0009742;brassinosteroid mediated signaling pathway;3/260;74/21505;0.06056645280211971;0.24339262893502994;0.1971931021464363;ATSERK4/ATWRKY46/ATWRKY70;3
GO:0043401;steroid hormone mediated signaling pathway;3/260;74/21505;0.06056645280211971;0.24339262893502994;0.1971931021464363;ATSERK4/ATWRKY46/ATWRKY70;3
GO:0048545;response to steroid hormone;3/260;74/21505;0.06056645280211971;0.24339262893502994;0.1971931021464363;ATSERK4/ATWRKY46/ATWRKY70;3
GO:0071383;cellular response to steroid hormone stimulus;3/260;74/21505;0.06056645280211971;0.24339262893502994;0.1971931021464363;ATSERK4/ATWRKY46/ATWRKY70;3
GO:0072593;reactive oxygen species metabolic process;4/260;122/21505;0.0608774775272239;0.2435099101088956;0.19728812161600337;ATP8/ASG6/ATEDS1/AtBBE22;4
GO:0030001;metal ion transport;7/260;290/21505;0.06328534110772398;0.2519748143643941;0.20414626163781932;ABCG40/LAC3/FEP1/ACA13/MCU4/ATBCB/HIPP3;7
GO:0071367;cellular response to brassinosteroid stimulus;3/260;77/21505;0.06660371737783284;0.2626698910310366;0.21281125430755282;ATSERK4/ATWRKY46/ATWRKY70;3
GO:0032881;regulation of polysaccharide metabolic process;2/260;35/21505;0.0667521322157501;0.2626698910310366;0.21281125430755282;ADO3/AtNUDT7;2
GO:0031324;negative regulation of cellular metabolic process;10/260;479/21505;0.06688353706808803;0.2626698910310366;0.21281125430755282;STZ/ATERF3/ATWRKY6/ADO3/AtRAV2/ATWRKY70/COR28/AT-HSFB1/AtPOT1b/COR27;10
GO:0080167;response to karrikin;4/260;128/21505;0.07001670639685934;0.27294634819952057;0.22113708766164863;BIC2/COR28/CYP81D8/COR27;4
GO:0006817;phosphate ion transport;2/260;36/21505;0.0701320478012657;0.27294634819952057;0.22113708766164863;DIC2/AT4;2
GO:0009648;photoperiodism;4/260;129/21505;0.07160484421846311;0.2774286341020275;0.22476856929562414;AtTEM1/COR28/COR27/GATA21;4
GO:0019722;calcium-mediated signaling;2/260;37/21505;0.07356675435015984;0.2837574810649023;0.22989610734424956;CML16/NA;2
GO:0051052;regulation of DNA metabolic process;3/260;81/21505;0.07506229674033355;0.2882392194828808;0.23352714541437106;atPARG2/ATBT2/AtPOT1b;3
GO:0002832;negative regulation of response to biotic stimulus;2/260;38/21505;0.07705444489005343;0.2932821162335073;0.23761282565214714;AtGILP/NA;2
GO:0032102;negative regulation of response to external stimulus;2/260;38/21505;0.07705444489005343;0.2932821162335073;0.23761282565214714;AtGILP/NA;2
GO:0051172;negative regulation of nitrogen compound metabolic process;9/260;429/21505;0.07767001246815143;0.2943284683003633;0.23846056459520182;STZ/ATERF3/ATWRKY6/AtRAV2/ATWRKY70/COR28/AT-HSFB1/AtPOT1b/COR27;9
GO:0009756;carbohydrate mediated signaling;2/260;39/21505;0.08059334783108918;0.30275066315678717;0.24528410209461926;ATBT2/GATA21;2
GO:0010182;sugar mediated signaling pathway;2/260;39/21505;0.08059334783108918;0.30275066315678717;0.24528410209461926;ATBT2/GATA21;2
GO:0046777;protein autophosphorylation;5/260;192/21505;0.0841515714803724;0.31474873488762667;0.25500476206173456;ARR4/ASG6/ATCDPK3/BIK1/NA;5
GO:0051186;cofactor metabolic process;9/260;439/21505;0.08661794856631796;0.3225771877642186;0.26134725860526975;ATGSTU26/ATGSTU11/ATICS1/ATEDS1/ATGSTF13/AtBBE22/GGP/ABAR/GATA21;9
GO:0006790;sulfur compound metabolic process;8/260;379/21505;0.09038945581495907;0.335178067914698;0.2715563050234822;ATGSTU26/ATGSTU11/CYP71A13/ATWRKY33/ATWRKY70/BGLU30/ATGSTF13/CYP81F2;8
GO:0048580;regulation of post-embryonic development;8/260;380/21505;0.09142427433397404;0.33640900204378155;0.2725535896188045;ADO3/ATSERK4/EVR/ATBCA1/COR28/COR27/GATA21/HIPP3;8
GO:0043269;regulation of ion transport;2/260;42/21505;0.09150013365774151;0.33640900204378155;0.2725535896188045;ATCDPK3/FEP1;2
GO:0019932;second-messenger-mediated signaling;2/260;43/21505;0.09522685763340442;0.34862713981042975;0.2824525438278945;CML16/NA;2
GO:0042446;hormone biosynthetic process;5/260;200/21505;0.09597763892245868;0.34989316467934306;0.2834782584207641;ATGA2OX2/ATICS1/AOC3/ACS6/ACCS7;5
GO:0052545;callose localization;2/260;44/21505;0.0989964465998815;0.35787836762467623;0.2899477515477701;GGP/CYP81F2;2
GO:0070588;calcium ion transmembrane transport;2/260;44/21505;0.0989964465998815;0.35787836762467623;0.2899477515477701;ACA13/MCU4;2
GO:0035556;intracellular signal transduction;9/260;460/21505;0.10733075697615492;0.38639072511415773;0.3130480411804519;ATMPK11/AtTEM1/ATP8/ATERF3/ATCDPK3/CML16/NA/ATWRKY70/ATERF6;9
GO:0009696;salicylic acid metabolic process;2/260;47/21505;0.11054684731413525;0.3880815541012066;0.31441792577644057;CAD1/ATICS1;2
GO:0033037;polysaccharide localization;2/260;47/21505;0.11054684731413525;0.3880815541012066;0.31441792577644057;GGP/CYP81F2;2
GO:0071555;cell wall organization;6/260;271/21505;0.11175110844508374;0.3880815541012066;0.31441792577644057;ATFH4/AT-EXP1/OSU1/GGP/EXT13/CYP81F2;6
GO:0046323;glucose import;2/260;48/21505;0.11447249533485918;0.3880815541012066;0.31441792577644057;ATPLT5/ATSTP13;2
GO:0009610;response to symbiotic fungus;1/260;10/21505;0.11455465256631281;0.3880815541012066;0.31441792577644057;HR4;1
GO:0009757;hexose mediated signaling;1/260;10/21505;0.11455465256631281;0.3880815541012066;0.31441792577644057;GATA21;1
GO:0009864;induced systemic resistance, jasmonic acid mediated signaling pathway;1/260;10/21505;0.11455465256631281;0.3880815541012066;0.31441792577644057;ATWRKY70;1
GO:0010117;photoprotection;1/260;10/21505;0.11455465256631281;0.3880815541012066;0.31441792577644057;STZ;1
GO:0010161;red light signaling pathway;1/260;10/21505;0.11455465256631281;0.3880815541012066;0.31441792577644057;PAPP2C;1
GO:0010359;regulation of anion channel activity;1/260;10/21505;0.11455465256631281;0.3880815541012066;0.31441792577644057;ATCDPK3;1
GO:0016233;telomere capping;1/260;10/21505;0.11455465256631281;0.3880815541012066;0.31441792577644057;AtPOT1b;1
GO:0032204;regulation of telomere maintenance;1/260;10/21505;0.11455465256631281;0.3880815541012066;0.31441792577644057;AtPOT1b;1
GO:0034389;lipid droplet organization;1/260;10/21505;0.11455465256631281;0.3880815541012066;0.31441792577644057;LDAP3;1
GO:0051099;positive regulation of binding;1/260;10/21505;0.11455465256631281;0.3880815541012066;0.31441792577644057;"NA";1
GO:0070301;cellular response to hydrogen peroxide;1/260;10/21505;0.11455465256631281;0.3880815541012066;0.31441792577644057;ATWRKY8;1
GO:0044272;sulfur compound biosynthetic process;4/260;153/21505;0.11498712714109825;0.3880815541012066;0.31441792577644057;CYP71A13/ATWRKY33/ATWRKY70/CYP81F2;4
GO:0010675;regulation of cellular carbohydrate metabolic process;2/260;49/21505;0.11843346129923074;0.39254496270305783;0.31803411330108855;ADO3/AtNUDT7;2
GO:0042743;hydrogen peroxide metabolic process;2/260;49/21505;0.11843346129923074;0.39254496270305783;0.31803411330108855;ATEDS1/AtBBE22;2
GO:0051640;organelle localization;4/260;156/21505;0.12107611001688219;0.39254496270305783;0.31803411330108855;ATSYP111/NA/AT-SYR1/ATSYP122;4
GO:0009809;lignin biosynthetic process;2/260;50/21505;0.12242832605066487;0.39254496270305783;0.31803411330108855;ATCCR2/ATBCB;2
GO:1902531;regulation of intracellular signal transduction;2/260;50/21505;0.12242832605066487;0.39254496270305783;0.31803411330108855;ATERF3/ATWRKY70;2
GO:0009743;response to carbohydrate;4/260;157/21505;0.12313615662967457;0.39254496270305783;0.31803411330108855;AtRLP23/ATBT2/BGLU30/GATA21;4
GO:0016050;vesicle organization;3/260;101/21505;0.12366479188777867;0.39254496270305783;0.31803411330108855;ATSYP111/AT-SYR1/ATSYP122;3
GO:0002697;regulation of immune effector process;1/260;11/21505;0.12526485448921376;0.39254496270305783;0.31803411330108855;ATWRKY18;1
GO:0008272;sulfate transport;1/260;11/21505;0.12526485448921376;0.39254496270305783;0.31803411330108855;DIC2;1
GO:0010275;NAD(P)H dehydrogenase complex assembly;1/260;11/21505;0.12526485448921376;0.39254496270305783;0.31803411330108855;CRR6;1
GO:0019740;nitrogen utilization;1/260;11/21505;0.12526485448921376;0.39254496270305783;0.31803411330108855;AMT2;1
GO:0043270;positive regulation of ion transport;1/260;11/21505;0.12526485448921376;0.39254496270305783;0.31803411330108855;FEP1;1
GO:0045912;negative regulation of carbohydrate metabolic process;1/260;11/21505;0.12526485448921376;0.39254496270305783;0.31803411330108855;ADO3;1
GO:0050688;regulation of defense response to virus;1/260;11/21505;0.12526485448921376;0.39254496270305783;0.31803411330108855;ATWRKY18;1
GO:1900056;negative regulation of leaf senescence;1/260;11/21505;0.12526485448921376;0.39254496270305783;0.31803411330108855;ATWRKY70;1
GO:1905622;negative regulation of leaf development;1/260;11/21505;0.12526485448921376;0.39254496270305783;0.31803411330108855;ATWRKY70;1
GO:2000379;positive regulation of reactive oxygen species metabolic process;1/260;11/21505;0.12526485448921376;0.39254496270305783;0.31803411330108855;AtBBE22;1
GO:0010017;red or far-red light signaling pathway;2/260;51/21505;0.12645569934437154;0.39254496270305783;0.31803411330108855;ARR4/PAPP2C;2
GO:0015893;drug transport;2/260;51/21505;0.12645569934437154;0.39254496270305783;0.31803411330108855;GAMMA-TIP/DIC2;2
