"Group.1","transcript","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene","tair_symbol","uniprotswissprot","entrezgene_id","description","external_gene_name","external_gene_source"
"AT3G57030","AT3G57030.1","309.288058951568","-0.68610934167162","0.249014492808811","0.00057703852060239","0.010183041379581","AT3G57030","","Q4V3D9","824870","Protein STRICTOSIDINE SYNTHASE-LIKE 10 [Source:UniProtKB/Swiss-Prot;Acc:Q4V3D9]","SSL10","UniProtKB Gene Name"
"AT3G57400","AT3G57400.1","198.34006366328","0.802509132505133","0.178578581377693","6.72362211053866e-07","3.28836972147027e-05","AT3G57400","","","824907","Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q9M2K7]","",""
"AT3G57410","AT3G57410.6,AT3G57410.2,AT3G57410.7,AT3G57410.1,AT3G57410.4,AT3G57410.8,AT3G57410.3,AT3G57410.5,AT3G57410.9","972.917728572339,968.941013336609","-0.399412657510207,-0.400650991732603","0.102176414252938,0.101940451687777","2.73488159408297e-05,2.48088107525948e-05","0.000828636895012295,0.000761709248234034","AT3G57410","VLN3","O81645,","824908","Villin-3 [Source:UniProtKB/Swiss-Prot;Acc:O81645]","VLN3","UniProtKB Gene Name"
"AT3G57770","AT3G57770.1","91.7698661768276","-1.04667664522541","0.262079666693839","4.35872045920555e-06","0.000169128846223496","AT3G57770","","F4J3H7","824946","Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4J3H7]","",""
"AT3G58500","AT3G58500.1","1075.80296912315","-0.366929271230701","0.105407081000914","0.00016629761106888","0.00376441742645448","AT3G58500","PP2A-4","P48578","825019","Serine/threonine-protein phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A178VCH8]","PP2A4","UniProtKB Gene Name"
"AT3G58610","AT3G58610.2,AT3G58610.1,AT3G58610.3","4452.9860962362,4449.55623803191,4423.28308668588","-0.510189678164829,-0.510110251537433,-0.511370401413511","0.12556592951148,0.125684216376791,0.125470954664042","9.36775562355952e-06,9.53776137014301e-06,8.86194504125478e-06","0.000329455449139112,0.000334522063794517,0.000313949822221596","AT3G58610","","Q05758","825030","Ketol-acid reductoisomerase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q05758]","",""
"AT3G58680","AT3G58680.1","3090.22146635355","-0.293854203183925","0.100664462710609","0.00158425197065321","0.0224085976659603","AT3G58680","MBF1B","Q9LXT3","825037","Multiprotein-bridging factor 1b [Source:UniProtKB/Swiss-Prot;Acc:Q9LXT3]","MBF1B","UniProtKB Gene Name"
"AT3G58830","AT3G58830.2,AT3G58830.1","88.0506888153219,87.1015666283973","0.72067337442843,0.716103490909854","0.282983534672339,0.282217040607655","0.000919291077917517,0.000951074917248827","0.0149051528249443,0.0153369254892406","AT3G58830","","Q9LXR9,","825052","Haloacid dehalogenase (HAD) superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LXR9]","",""
"AT3G59060","AT3G59060.2,AT3G59060.3,AT3G59060.4,AT3G59060.1","752.762927421116,616.463189280274,751.73111293506","-0.413163038104575,-0.46579859962756,-0.409516882424087","0.164324432445482,0.175893804499836,0.16475712352071","0.00288821158896528,0.00159391689602675,0.0031870816820851","0.0349275878495501,0.0224810394433944,0.0376210040138126","AT3G59060","PIL6",",Q84LH8","825075","Transcription factor PIF5 [Source:UniProtKB/Swiss-Prot;Acc:Q84LH8]","PIF5","UniProtKB Gene Name"
"AT3G59600","AT3G59600.1","372.865911936467","-0.4305621348596","0.136061561351934","0.000382809013069698","0.00739358436326228","AT3G59600","NRPB8B","Q9M1A8","825129","DNA-directed RNA polymerases II, IV and V subunit 8B [Source:UniProtKB/Swiss-Prot;Acc:Q9M1A8]","NRPB8B","UniProtKB Gene Name"
"AT3G59670","AT3G59670.1","94.9025431611776","0.684283622190449","0.297523178377483","0.0019071683258568","0.0258607479334371","AT3G59670","","","825136","Elongation factor [Source:UniProtKB/TrEMBL;Acc:Q56XZ5]","",""
"AT3G60210","AT3G60210.1","448.738839949804","-0.41400475648445","0.154257843425185","0.00180435625679794","0.0247793135074495","AT3G60210","","Q9M1C2","825191","10 kDa chaperonin 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M1C2]","CPN10-1","UniProtKB Gene Name"
"AT3G60320","AT3G60320.1","420.939139133466","0.421938547884255","0.161014047830769","0.00210906766924574","0.0278373906013104","AT3G60320","","Q93YU8","825203","Nitrate regulatory gene2 protein [Source:UniProtKB/Swiss-Prot;Acc:Q93YU8]","NRG2","UniProtKB Gene Name"
"AT3G60370","AT3G60370.1,AT3G60370.2","221.8668896631","-0.48926308939349","0.21596568072562","0.00391706289070839","0.0435446824683749","AT3G60370","","Q0WRJ7,","825208","Peptidylprolyl isomerase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LRJ6]","",""
"AT3G60380","AT3G60380.1","104.900501948202","0.616050442437494","0.291529315497305","0.00349808341956094","0.0400493800441357","AT3G60380","","","825209","Cotton fiber protein [Source:UniProtKB/TrEMBL;Acc:Q9M221]","",""
"AT3G60860","AT3G60860.1","601.350785129909","-0.391319772308823","0.116593856182089","0.000252637861217986","0.00524895182549893","AT3G60860","","Q9LZX8","825257","Brefeldin A-inhibited guanine nucleotide-exchange protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZX8]","BIG2","UniProtKB Gene Name"
"AT3G61010","AT3G61010.2,AT3G61010.3,AT3G61010.1","38.5243207640837","0.927435388264293","0.417296272259929","0.00146630969871473","0.0211487362367629","AT3G61010","","","825272","Ferritin [Source:UniProtKB/TrEMBL;Acc:F4JD24]","",""
"AT3G61110","AT3G61110.1","3943.45158582969","-0.380317692664382","0.157456209301504","0.00439428580213343","0.0472608675399872","AT3G61110","ARS27A","Q9M2F1","825283","40S ribosomal protein S27 [Source:UniProtKB/TrEMBL;Acc:A0A178VC05]","RPS27B","UniProtKB Gene Name"
"AT3G61280","AT3G61280.1,AT3G61280.2","61.2832697605074","2.39183681897815","1.32330954329653","0.00140699505114274","0.0204867285793822","AT3G61280","","","825300","Glycosyltransferase [Source:UniProtKB/TrEMBL;Acc:Q5Q0C1]","",""
"AT3G62090","AT3G62090.2,AT3G62090.1,AT3G62090.3","77.8874330345072","-0.805973213883602","0.316037611741349","0.000789140088044177","0.0132388002801722","AT3G62090","PIL2","Q8L5W7,","825382","PIL2 [Source:UniProtKB/TrEMBL;Acc:A0A178VFI3]","PIF6","UniProtKB Gene Name"
"AT3G62260","AT3G62260.1,AT3G62260.3,AT3G62260.2","174.733266494621,175.894787304805,174.399577341699","0.595477898477503,0.597234301309546,0.590614938591376","0.186201415921398,0.186764697675124,0.186483501227415","0.000193943909028742,0.000193166028478776,0.000218071937082412","0.00423420807410976,0.0042261968722279,0.00468164870031643","AT3G62260","",",Q3EAF9","825399","Probable protein phosphatase 2C 49 [Source:UniProtKB/Swiss-Prot;Acc:Q3EAF9]","",""
"AT3G62530","AT3G62530.1","374.925938345972","-0.388560207061108","0.160719916882282","0.00421467671102866","0.0459365791122892","AT3G62530","","","825427","ARM repeat superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q94K48]","",""
"AT3G62650","AT3G62650.2,AT3G62650.1","444.685865713472,443.610508592193","-0.441648821783972,-0.447267244425427","0.157505447436013,0.157312066215253","0.00111504151758572,0.000984367141316875","0.0172281127360975,0.015789325686812","AT3G62650","","","825439","Uncharacterized protein At3g62650; F26K9_80 [Source:UniProtKB/TrEMBL;Acc:Q9LZK0]","",""
"AT3G63030","AT3G63030.1","74.9124290160144","0.686343262938936","0.295862573958287","0.00187201135044559","0.025572256745529","AT3G63030","MBD4","Q9LYB9","825478","Methyl-CpG-binding domain-containing protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LYB9]","MBD4","UniProtKB Gene Name"
"AT3G63410","AT3G63410.1","2720.36098750709","-0.326428720274382","0.123500510224125","0.00321114048786785","0.0378146186010873","AT3G63410","APG1","Q9LY74","825516","2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LY74]","VTE3","UniProtKB Gene Name"
"AT3G63540","AT3G63540.1","2875.21686632729","-0.385563272210818","0.138724714973171","0.00155973447933046","0.0221512070731931","AT3G63540","","P82658","NA","Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein [Source:TAIR;Acc:AT3G63540]","",""
"AT4G00780","AT4G00780.1","818.480119530706","-0.405362619350148","0.150930416976447","0.00187733782188725","0.0255998205772049","AT4G00780","","","828009","TRAF-like family protein [Source:UniProtKB/TrEMBL;Acc:Q8VZ38]","",""
"AT4G00975","AT4G00975.1","60.0168286248197","-0.646282009713376","0.301637893755916","0.00306744636443728","0.0365354772335654","AT4G00975","NA","NA","NA","NA","NA","NA"
"AT4G01050","AT4G01050.2,AT4G01050.1","1623.05471357525","-0.333956431630594","0.111279918963884","0.00102093079691522","0.0162327566773171","AT4G01050","TROL",",Q9M158","827921","thylakoid rhodanese-like [Source:TAIR;Acc:AT4G01050]","TROL","TAIR Gene Name"
"AT4G01060","AT4G01060.3,AT4G01060.2","42.1719220321576","0.73366576584895","0.397547729982744","0.00438245738397607","0.0472124050004172","AT4G01060","ETC3","Q9M157,","827917","CAPRICE-like MYB3 [Source:TAIR;Acc:AT4G01060]","ETC3","TAIR Gene Name"
"AT4G01250","AT4G01250.1","561.839018208458","0.419525279762872","0.160301190082309","0.00216834543032511","0.0284258255904972","AT4G01250","WRKY22","O04609","827896","WRKY transcription factor 22 [Source:UniProtKB/Swiss-Prot;Acc:O04609]","WRKY22","UniProtKB Gene Name"
"AT4G01460","AT4G01460.1,AT4G01460.2","43.4748927323029,43.7470154377703","1.12760535359624,1.15125648188795","0.733815404686154,0.723757406369786","0.00369172883267034,0.00335938760082287","0.041686579574047,0.0388582874756531","AT4G01460","","Q9M128","828089","Transcription factor bHLH57 [Source:UniProtKB/Swiss-Prot;Acc:Q9M128]","BHLH57","UniProtKB Gene Name"
"AT4G01883","AT4G01883.2,AT4G01883.1,AT4G01883.3","183.002896182875,174.510136008879","-0.54100989936166,-0.56314556854988","0.209570849887301,0.204451675695548","0.0014417563006705,0.000826363102298708","0.02088198586587,0.0137012883627752","AT4G01883","","","3770374","Polyketide cyclase / dehydrase and lipid transport protein [Source:UniProtKB/TrEMBL;Acc:Q1G3L2]","",""
"AT4G02260","AT4G02260.2,AT4G02260.3,AT4G02260.1,AT4G02260.4,AT4G02260.2,AT4G02260.3,AT4G02260.1,AT4G02260.4","442.770119289814,445.044641905482,144.959030839191","0.41650410316081,0.41420056426754,0.529230603038471","0.121674153935276,0.123126479223566,0.21781068707733","0.000168090975980938,0.000211219664380791,0.00222912073947899","0.00379549944194315,0.00456239192419613,0.0290649696418888","AT4G02260","RSH1","P0DKG8,,F4JHA2","828096","RSH1 [Source:UniProtKB/TrEMBL;Acc:A0A178V5K1]","RSH1","UniProtKB Gene Name"
"AT4G02600","AT4G02600.1,AT4G02600.2","169.494397944567","0.615475222001772","0.194046691068105","0.000196400743375414","0.0042757226551611","AT4G02600","MLO1","O49621","828229","MLO-like protein 1 [Source:UniProtKB/Swiss-Prot;Acc:O49621]","MLO1","UniProtKB Gene Name"
"AT4G02845","AT4G02845.2","137.680711924441","-0.54740422645614","0.186389425694386","0.000510657754237797","0.00930975771934186","AT4G02845","NA","NA","NA","NA","NA","NA"
"AT4G03240","AT4G03240.1","74.0148414100683","-0.550103482382419","0.243146010021463","0.00314399243043736","0.0372294126611263","AT4G03240","ATFH","Q9ZR07","828013","FH [Source:UniProtKB/TrEMBL;Acc:A0A178V3B4]","FH","UniProtKB Gene Name"
"AT4G03315","AT4G03315.1","8.31921787685052","2.27220399761136","0.974252454993422","0.000735855157442463","0.0125296182309943","AT4G03315","NA","NA","NA","NA","NA","NA"
"AT4G03410","AT4G03410.1","610.724319423707","0.340681535515502","0.13175989171897","0.00343880051182038","0.0395462058859344","AT4G03410","","","827932","Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein [Source:UniProtKB/TrEMBL;Acc:F4JI90]","",""
"AT4G03905","AT4G03905.1","52.4471623674906","-0.83594910354352","0.355475916446021","0.0012275704821944","0.0184366196327326","AT4G03905","NA","NA","NA","NA","NA","NA"
"AT4G04020","AT4G04020.1","743.706623750807","0.651075540597285","0.210574900000787","0.000231466756205296","0.00491197088895123","AT4G04020","FIB","O81439","825714","Probable plastid-lipid-associated protein 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O81439]","PAP1","UniProtKB Gene Name"
"AT4G04595","AT4G04595.1","90.6688911738729","-0.713087707155993","0.288168793392719","0.00116156926054448","0.0177523122503211","AT4G04595","NA","NA","NA","NA","NA","NA"
"AT4G04740","AT4G04740.4,AT4G04740.5","96.6700785273506,74.3606224628813","-0.681699592756961,-0.671338263478648","0.279357404944003,0.291358936640388","0.00136263451080646,0.00193481997341917","0.0199980571642864,0.0261714844376552","AT4G04740","CPK23","Q9M101,","825809","Calcium-dependent protein kinase 23 [Source:UniProtKB/TrEMBL;Acc:F4JGW8]","CPK23","TAIR Gene Name"
"AT4G04960","AT4G04960.1,AT4G04960.2","114.436952440346","0.586388069367402","0.266972599246538","0.00325699636749674","0.0381249629150514","AT4G04960","","Q9S9U1,","825837","L-type lectin-domain containing receptor kinase VII.1 [Source:UniProtKB/Swiss-Prot;Acc:Q9S9U1]","LECRK71","UniProtKB Gene Name"
"AT4G05040","AT4G05040.2,AT4G05040.7","8.39546277239324","1.71457042028779","1.32974525957637","0.00351709677464476","0.0402194519136586","AT4G05040","","","825846","AT4G05040 protein [Source:UniProtKB/TrEMBL;Acc:Q94A85]","",""
"AT4G05050","AT4G05050.4,AT4G05050.2,AT4G05050.3,AT4G05050.1","7924.03412549328,8127.01823072484,8126.48294173038","-0.327056672883069,-0.332308961909391,-0.332238730345898","0.112847359564804,0.11194649570026,0.111960500678557","0.00133869497863472,0.00117714065428866,0.00118088934406342","0.0197440922392156,0.0178724994745138,0.0179152490840931","AT4G05050","UBQ11","P0CH33,","828148,825847,825880","Polyubiquitin [Source:UniProtKB/TrEMBL;Acc:Q8H0Y0]","UBQ11","UniProtKB Gene Name"
"AT4G05420","AT4G05420.1,AT4G05420.2","479.67567498025,478.905734892527","-0.39251962394309,-0.397810765832407","0.143550025325087,0.143879710823079","0.00173924175517819,0.00155031473572402","0.0240472861118026,0.0220579168320042","AT4G05420","DDB1A",",Q9M0V3","825890","DDB1A [Source:UniProtKB/TrEMBL;Acc:A0A178UYD4]","DDB1A","UniProtKB Gene Name"
"AT4G05590","AT4G05590.1,AT4G05590.3,AT4G05590.2","45.8999298892616,46.9552880801519,47.3433732225885","1.09323678779807,1.08741143898866,0.98781823121229","0.378534137190327,0.371533648399118,0.383520409090015","0.000227382951928417,0.000203943733057869,0.000601827777507509","0.00484124209042527,0.00442251527863045,0.0105302168252625","AT4G05590","",",Q8LD38","825927","CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0041 (InterPro:IPR005336); BEST Arabidopsis thaliana protein match is: Uncharacterised protein family (UPF0041) (TAIR:AT4G22310.1); Ha. [Source:TAIR;Acc:AT4G05590]","",""
"AT4G06744","AT4G06744.1","301.265715397316","-0.590078851837159","0.209011726485334","0.000620997829360391","0.0108460144589779","AT4G06744","","Q8W3M4","826147","Uncharacterized protein At4g06744 [Source:UniProtKB/Swiss-Prot;Acc:Q8W3M4]","",""
"AT4G06880","AT4G06880.1","21.5293942206154","1.06289224924365","0.494039513620953","0.00153009880519731","0.0218345268822807","AT4G06880","NA","NA","NA","NA","NA","NA"
"AT4G08040","AT4G08040.1","20.7010941110009","1.20873637575745","0.629770398404765","0.00205989393172692","0.0273232379177991","AT4G08040","ACS11","Q9S9U6","826317","1-aminocyclopropane-1-carboxylate synthase 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9S9U6]","ACS11","UniProtKB Gene Name"
"AT4G08180","AT4G08180.1,AT4G08180.3,AT4G08180.2,AT4G08180.4","204.27447614975,203.482816084657,202.428387137028,204.177771364122","-0.543906673099171,-0.517584077223185,-0.524360979127976,-0.542609470514914","0.226713003116855,0.224251045946596,0.225714633354551,0.226815679936264","0.00229744956364282,0.003162795779682,0.00298181415520061,0.00234911331163171","0.0296956678313017,0.0373948403217536,0.0357688255528964,0.0301819321068696","AT4G08180","ORP1C","Q8L751,","826368","Oxysterol-binding protein-related protein 1C [Source:UniProtKB/Swiss-Prot;Acc:Q8L751]","ORP1C","UniProtKB Gene Name"
"AT4G08700","AT4G08700.1","72.5453488039443","0.845174820968419","0.31485068650363","0.000525894712922334","0.00950245813363541","AT4G08700","ATPUP13","Q8RY83","826438","Probable purine permease 13 [Source:UniProtKB/Swiss-Prot;Acc:Q8RY83]","PUP13","UniProtKB Gene Name"
"AT4G08770","AT4G08770.1","208.023297942675","1.11112116314352","0.595976903694452","0.00236617788821809","0.0303105820475513","AT4G08770","Prx37","Q9LDN9","826447","Peroxidase 37 [Source:UniProtKB/Swiss-Prot;Acc:Q9LDN9]","PER37","UniProtKB Gene Name"
"AT4G08780","AT4G08780.1","42.1340021354644","0.865802667381792","0.447845752465477","0.00292807888872098","0.0352554185773607","AT4G08780","","Q9LDA4","826448","Peroxidase 38 [Source:UniProtKB/Swiss-Prot;Acc:Q9LDA4]","PER38","UniProtKB Gene Name"
"AT4G08815","AT4G08815.1","1039.41594776402","-0.472862601298213","0.141357253783935","0.000172451906219203","0.00386772498521858","AT4G08815","NA","NA","NA","NA","NA","NA"
"AT4G08930","AT4G08930.1","160.288579007188","-0.471518421401768","0.202316929074594","0.00360234930181714","0.0409402130111921","AT4G08930","ATAPRL6","Q9ZPE9","826471","5'-adenylylsulfate reductase-like 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZPE9]","APRL6","UniProtKB Gene Name"
"AT4G09010","AT4G09010.1","1377.20603445853","-0.407327427726421","0.113703391962189","0.000100172912309677","0.00248894623353383","AT4G09010","APX4",",P82281","826480","ascorbate peroxidase 4 [Source:TAIR;Acc:AT4G09010]","APX4","TAIR Gene Name"
"AT4G09760","AT4G09760.2,AT4G09760.3,AT4G09760.1","262.805601028646","0.473680821926464","0.144198665056475","0.000216217437698037","0.00464981714710471","AT4G09760","",",Q9SZ92","826564","Probable choline kinase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZ92]","",""
"AT4G10450","AT4G10450.1,AT4G10450.2","521.593702055272,521.939636513742","0.537593406097439,0.539292018479206","0.153083727377845,0.153014143361558","7.51301516784418e-05,7.12964535984519e-05","0.00196251522473477,0.00188657633646355","AT4G10450","",",Q9SZX9","826637","60S ribosomal protein L9-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZX9]","RPL9D","UniProtKB Gene Name"
"AT4G12030","AT4G12030.4,AT4G12030.3,AT4G12030.2,AT4G12030.1,AT4G12030.5","71.4656764946839","0.705876390545668","0.385572807486309","0.00458640932790051","0.0487578541520086","AT4G12030","BAT5",",F4JPW1","826811","Probable sodium/metabolite cotransporter BASS5, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:F4JPW1]","BASS5","UniProtKB Gene Name"
"AT4G12070","AT4G12070.1","123.240079552153","0.546772573982108","0.20005791644297","0.000950593948812282","0.0153355619281701","AT4G12070","","","826815","Uncharacterized protein At4g12070/F16J13_140 [Source:UniProtKB/TrEMBL;Acc:Q94B03]","",""
"AT4G12600","AT4G12600.1,AT4G12600.2","630.700596236337","0.36233318189034","0.14208788175226","0.00341854022556561","0.0393717318148947","AT4G12600","","","826873","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein [Source:UniProtKB/TrEMBL;Acc:F4JRD3]","",""
"AT4G13460","AT4G13460.1,AT4G13460.2","316.667038110982","-0.397457318823879","0.154553959906013","0.00267062349913259","0.033008223861803","AT4G13460","SDG22","Q9T0G7","826978","Histone-lysine N-methyltransferase family member SUVH9 [Source:UniProtKB/Swiss-Prot;Acc:Q9T0G7]","SUVH9","UniProtKB Gene Name"
"AT4G13495","AT4G13495.2,AT4G13495.1","242.166702472116","0.52253679921485","0.219755154501927","0.00265629259051856","0.0329046862493759","AT4G13495","NA","NA","NA","NA","NA","NA"
"AT4G14400","AT4G14400.1,AT4G14400.3,AT4G14400.1,AT4G14400.2,AT4G14400.2,AT4G14400.3","71.477853948027,9.17255321063437,8.93121372889411,71.2365144662868","2.20335898625912,2.85668606716306,2.78329271268558,2.19293464410793","1.54736132894435,1.59018089811722,1.62465418734993,1.55523717088855","0.00238702207955057,0.00179014224104806,0.00203958901557829,0.00242853376869456","0.0305068834388812,0.0246365858189915,0.0271612876615014,0.0308316845946063","AT4G14400","ACD6",",Q8LPS2","827085","Protein ACCELERATED CELL DEATH 6 [Source:UniProtKB/Swiss-Prot;Acc:Q8LPS2]","ACD6","UniProtKB Gene Name"
"AT4G14560","AT4G14560.1","57.9048555765598","1.36512204342389","0.463874143728821","0.000153999098456709","0.00353777263829942","AT4G14560","IAA1","P49677","827103","Auxin-responsive protein [Source:UniProtKB/TrEMBL;Acc:Q67YC2]","IAA1","UniProtKB Gene Name"
"AT4G15233","AT4G15233.1,AT4G15233.7,AT4G15233.8,AT4G15233.2,AT4G15233.3,AT4G15233.4,AT4G15233.5,AT4G15233.6","29.5713579946729,115.704337129178,29.7523444300525,54.2834905182868","1.50310448543635,0.76306674281404,1.45720472043939,1.34329524279922","0.597158339724062,0.21737403782092,0.601783423620191,0.328333029349658","0.000457446852862563,4.22746659891819e-05,0.000583226091968302,2.38810191217885e-06","0.00852036059212379,0.00119681836255929,0.0102511061307977,0.000101189606324809","AT4G15233","",",Q7PC82","827188","ABC transporter G family member 42 [Source:UniProtKB/Swiss-Prot;Acc:Q7PC82]","ABCG42","UniProtKB Gene Name"
"AT4G15550","AT4G15550.1","6417.21693755231","-0.334680979767973","0.0962839839778981","0.000200473596879964","0.00435703458926871","AT4G15550","IAGLU","O23406","827229","UDP-glycosyltransferase 75D1 [Source:UniProtKB/Swiss-Prot;Acc:O23406]","UGT75D1","UniProtKB Gene Name"
"AT4G15765","AT4G15765.4,AT4G15765.3,AT4G15765.2,AT4G15765.5,AT4G15765.1","151.494595110231,170.895747776723,160.718491342138","-0.700047572015442,-0.724561232428629,-0.723969418716989","0.306687601910232,0.296175148370877,0.294829485015573","0.00190849876503028,0.00121327401925999,0.00118303954887703","0.0258697208212899,0.0182989156760593,0.0179408341779133","AT4G15765","","","827256","FAD/NAD(P)-binding oxidoreductase family protein [Source:UniProtKB/TrEMBL;Acc:F4JK86]","",""
"AT4G16130","AT4G16130.1","136.626210961808","-0.529171051147155","0.236145492631309","0.00351958347250492","0.0402359947450725","AT4G16130","ARA1","O23461","827299","L-arabinokinase [Source:UniProtKB/Swiss-Prot;Acc:O23461]","ARA1","UniProtKB Gene Name"
"AT4G16660","AT4G16660.2,AT4G16660.1","690.234286879683","0.67706233566458","0.234030055315802","0.000400941870491084","0.00765432693615579","AT4G16660","",",F4JMJ1","827367","heat shock protein 70 (Hsp 70) family protein [Source:TAIR;Acc:AT4G16660]","",""
"AT4G17540","AT4G17540.1","113.664143172693","-0.657383666465889","0.239011460797367","0.000642201721815155","0.0111309210618912","AT4G17540","","","827469","Dynamin [Source:UniProtKB/TrEMBL;Acc:Q8RWF2]","",""
"AT4G17550","AT4G17550.1","220.034311341897","-0.544286022984603","0.177788704521473","0.000349576998814436","0.00687880761756626","AT4G17550","","O23596","827470","Putative glycerol-3-phosphate transporter 4 [Source:UniProtKB/Swiss-Prot;Acc:O23596]","",""
"AT4G17560","AT4G17560.1","1260.12764274181","-0.358741961120298","0.134352710204056","0.00253199294356265","0.0318103599347235","AT4G17560","","Q8W463","827471","50S ribosomal protein L19-1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8W463]","",""
"AT4G17570","AT4G17570.1,AT4G17570.3,AT4G17570.2","136.297885375732,223.973088723437","0.538871231437711,0.464025282518563","0.218576196069343,0.177268841566429","0.00198270888439827,0.00177255380604963","0.0266330124659137,0.0244467082142018","AT4G17570","GATA26",",Q8W4H1","827474","GATA transcription factor 26 [Source:UniProtKB/TrEMBL;Acc:F4JP80]","GATA26","TAIR Gene Name"
"AT4G17610","AT4G17610.2,AT4G17610.3,AT4G17610.1","33.5217596477198,28.6451234069005,28.7323735938607","-0.863437005686083,-0.895883022185932,-0.876454134285147","0.423797416513036,0.427671969323757,0.429943906026409","0.00241713738259082,0.00205364333409604,0.00236838344464947","0.0307495484323934,0.0272733422666802,0.030328792432873","AT4G17610","","","827480","tRNA/rRNA methyltransferase (SpoU) family protein [Source:TAIR;Acc:AT4G17610]","",""
"AT4G17615","AT4G17615.3,AT4G17615.4,AT4G17615.1,AT4G17615.2,AT4G17615.5","115.896815548203,110.69518994349,110.518224303527","0.854670444356333,0.798342906440873,0.79393831440299","0.282528640518079,0.288748058200674,0.289352259640555","0.000191961482754632,0.000456331558183945,0.000488918655683693","0.00420510867601681,0.00852036059212379,0.00897548686435688","AT4G17615","CBL1",",O81445","827481","calcineurin B-like protein 1 [Source:TAIR;Acc:AT4G17615]","CBL1","TAIR Gene Name"
"AT4G17730","AT4G17730.1,AT4G17730.2","767.180435637498,763.914737295058","-0.344176859725492,-0.34211776915508","0.131133079101677,0.132102936562414","0.00307308394107527,0.00336153343010512","0.0365913589856688,0.038865595420516","AT4G17730","SYP23","O04378,","827494","AT4G17730 protein [Source:UniProtKB/TrEMBL;Acc:A8MS65]","SYP23","TAIR Gene Name"
"AT4G18197","AT4G18197.1","74.2129090278765","0.60864069244803","0.232856103372461","0.00107390418089157","0.0167655597828778","AT4G18197","ATPUP7","Q2V3H2","3770303","Probable purine permease 7 [Source:UniProtKB/Swiss-Prot;Acc:Q2V3H2]","PUP7","UniProtKB Gene Name"
"AT4G18205","AT4G18205.1","182.718950850724","1.08663604578505","0.23647995193383","3.02497441394794e-07","1.57927341670702e-05","AT4G18205","","Q8RY74","3770304","Probable purine permease 22 [Source:UniProtKB/Swiss-Prot;Acc:Q8RY74]","PUP22","UniProtKB Gene Name"
"AT4G19840","AT4G19840.1","980.649178920799","-0.347070039396071","0.137146303062795","0.00384950157207226","0.0430285518108025","AT4G19840","ATPP2-A1","O81865","827728","Protein PHLOEM PROTEIN 2-LIKE A1 [Source:UniProtKB/Swiss-Prot;Acc:O81865]","PP2A1","UniProtKB Gene Name"
"AT4G19870","AT4G19870.1,AT4G19870.2","33.6638582282252","-0.984246296830635","0.465235910436874","0.00172328445323918","0.02391211705811","AT4G19870","","Q8GXF6","827733","F-box/kelch-repeat protein At4g19870 [Source:UniProtKB/Swiss-Prot;Acc:Q8GXF6]","",""
"AT4G20070","AT4G20070.1,AT4G20070.2","397.933853641156,397.822623923516","-0.527018285917763,-0.52824035758862","0.188306393982345,0.188125591528658","0.000818610942066469,0.000792976119247007","0.0136092749913122,0.0132628941414569","AT4G20070","ATAAH","O49434,","827752","Allantoate deiminase [Source:UniProtKB/Swiss-Prot;Acc:O49434]","AAH","UniProtKB Gene Name"
"AT4G20150","AT4G20150.1","1923.35454827497","-0.473097340655314","0.109553693016572","3.45883420259689e-06","0.000138661616540584","AT4G20150","","","827761","Excitatory amino acid transporter [Source:UniProtKB/TrEMBL;Acc:Q94AL6]","",""
"AT4G20360","AT4G20360.1,AT4G20360.2","17776.5900002778,14824.7963581505","-0.363959229587147,-0.324679077572603","0.122386932398028,0.125699545996991","0.000922546107214851,0.00363049811080052","0.0149328948551104,0.0411754470578801","AT4G20360","ATRAB8D","P17745","827784","Elongation factor Tu, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P17745]","TUFA","UniProtKB Gene Name"
"AT4G20362","AT4G20362.1","17892.1493490675","-0.363233271558766","0.122996244646069","0.0010140743035343","0.0161644023969316","AT4G20362","NA","NA","NA","NA","NA","NA"
