"genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","tair_symbol","uniprotswissprot","entrezgene_id","description","external_gene_name","external_gene_source","group","logFC_scheible2004","Padj_scheible2004","logFC_nguyen2017","Padj_nguyen2017"
"AT2G18700",343.307251228115,1.08185818367449,0.254961805718779,4.24321666778502,2.20338512819212e-05,0.0206236847998782,"ATTPS11","Q9ZV48",816385,"Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZV48]","TPS11","UniProtKB Gene Name","en6",-0.780419153508224,0.000119599991252673,NA,NA
"AT2G20670",680.120121309045,0.935939302687272,0.211442599848378,4.42644624762663,9.57982400854047e-06,0.0133816225454049,NA,NA,816595,"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9SIU5]",NA,NA,"en6",-2.12280771474225,1.47961286212783e-07,NA,NA
"AT2G25900",387.137367065751,1.11775593006384,0.253911177090336,4.40215331547286,1.07181771465372e-05,0.0137942939875934,"ATCTH","O82307",817131,"Zinc finger CCCH domain-containing protein 23 [Source:UniProtKB/Swiss-Prot;Acc:O82307]","ATCTH","TAIR Gene Name","en6",-1.43222393106761,1.11316209792297e-06,NA,NA
"AT2G40000",746.902367023691,1.62272731477007,0.302223551403863,5.36929470662465,7.90451592455077e-08,0.000406924479795874,"HSPRO2","O04203",818588,"Nematode resistance protein-like HSPRO2 [Source:UniProtKB/Swiss-Prot;Acc:O04203]","HSPRO2","UniProtKB Gene Name","en6",NA,NA,NA,NA
"AT2G40140",1106.71105607098,0.642349208787216,0.155340722197337,4.13509863801977,3.54802207880919e-05,0.0304420294361829,"CZF1","Q9XEE6",818605,"Zinc finger CCCH domain-containing protein 29 [Source:UniProtKB/Swiss-Prot;Acc:Q9XEE6]","CZF1","TAIR Gene Name","en6",1.15962240531305,2.27272564077074e-07,NA,NA
"AT3G15500",57.1594579932128,2.29126320921416,0.502578159696666,4.55901866208645,5.13932047688862e-06,0.00962080793273549,"ATNAC3","Q9LDY8",820789,"NAC3 [Source:UniProtKB/TrEMBL;Acc:A0A178VLD3]","NAC055","UniProtKB Gene Name","en6",1.37386098153939,3.51741662307427e-07,NA,NA
"AT3G18773",113.314707868218,1.23650081856176,0.296445623027286,4.17108812717383,3.0314858673664e-05,0.0271410247742647,NA,"Q9LS99",821409,"RING-H2 finger protein ATL77 [Source:UniProtKB/Swiss-Prot;Acc:Q9LS99]","ATL77","UniProtKB Gene Name","en6",NA,NA,NA,NA
"AT3G44260",267.639923340196,1.40036720172038,0.242014459277471,5.7862956035815,7.19555455235039e-09,7.40854296709996e-05,NA,"Q9LXM2",823551,"Probable CCR4-associated factor 1 homolog 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXM2]","CAF1-9","UniProtKB Gene Name","en6",0.546340774307378,0.000896366431547611,NA,NA
"AT3G52060",1115.306581266,0.489066040292889,0.122687424376911,3.98627685581218,6.71181908818974e-05,0.0418817511103039,NA,NA,824369,"GnTL [Source:UniProtKB/TrEMBL;Acc:A0A384L2P4]",NA,NA,"en6",NA,NA,NA,NA
"AT3G55980",583.369103263149,1.21605906953956,0.274958774271941,4.42269599418875,9.74768542060379e-06,0.0133816225454049,"SZF1","Q93ZS9",824764,"Salt-inducible zinc finger 1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LNJ4]","SZF1","TAIR Gene Name","en6",1.15873747045085,1.51892058423561e-06,NA,NA
"AT4G03510",488.00906891531,0.865606764423463,0.176676739848937,4.8993815776971,9.61387743628989e-07,0.00247461205210102,"RMA1","O64425",825654,"E3 ubiquitin-protein ligase RMA1 [Source:UniProtKB/Swiss-Prot;Acc:O64425]","RMA1","UniProtKB Gene Name","en6",-0.399472591339546,0.0145667780888519,NA,NA
"AT4G11280",370.179278389939,0.729504122405028,0.182684037970064,3.99325595443959,6.51721519479128e-05,0.0418817511103039,"ACS6","Q9SAR0",826730,"1-aminocyclopropane-1-carboxylate synthase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAR0]","ACS6","UniProtKB Gene Name","en6",1.76016361395177,1.9590040921301e-06,NA,NA
"AT4G24570",257.347000164798,1.51507162884331,0.334756466086889,4.52589205087995,6.01412750410136e-06,0.0103202427970379,"DIC2","Q9SB52",828559,"DIC2 [Source:UniProtKB/TrEMBL;Acc:A0A178URN9]","PUMP4","UniProtKB Gene Name","en6",NA,NA,NA,NA
"AT4G27410",228.332364300398,0.875978666819875,0.215783361952718,4.05952831067586,4.91719461055543e-05,0.0375018042298361,"RD26","Q93VY3",828849,"NAC (No Apical Meristem) domain transcriptional regulator superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JIU9]","RD26","TAIR Gene Name","en6",NA,NA,NA,NA
"AT4G28290",118.822501848289,0.737807964643676,0.164902473813262,4.47420798234465,7.66950624838338e-06,0.0121484978974393,NA,NA,828944,"At4g28290 [Source:UniProtKB/TrEMBL;Acc:Q9M0H9]",NA,NA,"en6",NA,NA,NA,NA
"AT4G29780",133.157612051226,0.913787879488464,0.231935681863839,3.93983311297877,8.15383111334065e-05,0.0479724829388316,NA,NA,829100,"Nuclease [Source:UniProtKB/TrEMBL;Acc:Q84J48]",NA,NA,"en6",NA,NA,NA,NA
"AT4G33980",656.42833927431,0.602634328742909,0.14027668007425,4.29604071342384,1.73875662387442e-05,0.017902238199411,NA,NA,829544,"BEST Arabidopsis thaliana protein match is: cold regulated gene 27 (TAIR:AT5G42900.2); Ha. [Source:TAIR;Acc:AT4G33980]",NA,NA,"en6",NA,NA,NA,NA
"AT4G37610",673.065537555447,1.68711162515052,0.335632529493716,5.02666302248903,4.9908822381001e-07,0.00171287078411596,"BT5","Q6EJ98",829915,"BTB/POZ and TAZ domain-containing protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q6EJ98]","BT5","UniProtKB Gene Name","en6",-2.41620085977786,1.69726355891556e-07,NA,NA
"AT5G18670",449.603908384295,0.819174966956854,0.192797542962878,4.24888696384777,2.1483528303583e-05,0.0206236847998782,"BMY3","Q8VYW2",831985,"Inactive beta-amylase 9 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYW2]","BAM9","UniProtKB Gene Name","en6",-1.16819887382379,4.94892653071888e-06,NA,NA
"AT5G21940",1428.60900202953,1.47384023429669,0.26785467729453,5.50238752290322,3.7468226186518e-08,0.00025718190454426,NA,NA,832254,"At5g21940 [Source:UniProtKB/TrEMBL;Acc:Q9C593]",NA,NA,"en6",NA,NA,NA,NA
"AT5G24660",549.530953302159,-1.08321556179813,0.264701668677942,-4.09221281908903,4.27276235206447e-05,0.0338402778283506,"LSU2","Q9FIR9",832538,"Protein RESPONSE TO LOW SULFUR 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FIR9]","LSU2","UniProtKB Gene Name","en6",1.13310962033912,4.67183601194328e-06,1.592,8.3e-05
"AT5G47230",131.398758711121,0.850629593781069,0.211493891210746,4.02200550054398,5.77047100121069e-05,0.0409743237437691,"ERF5","O80341",834770,"ERF5 [Source:UniProtKB/TrEMBL;Acc:A0A178UKK9]","ERF5","UniProtKB Gene Name","en6",NA,NA,NA,NA
"AT5G50450",774.480373715619,0.622355147818366,0.0964541551288941,6.45234149826617,1.10135049174261e-10,2.26790093259638e-06,NA,"Q9FK27",835113,"F-box protein At5g50450 [Source:UniProtKB/Swiss-Prot;Acc:Q9FK27]",NA,NA,"en6",-0.832831437158804,0.000378837507020539,NA,NA
"AT5G51190",56.8155553516591,1.21382514297599,0.303248339693208,4.00274291428604,6.26123277427301e-05,0.0415907436412354,NA,"Q8VY90",835193,"Ethylene-responsive transcription factor ERF105 [Source:UniProtKB/Swiss-Prot;Acc:Q8VY90]","ERF105","UniProtKB Gene Name","en6",0.94631250865001,1.20303757968088e-05,NA,NA
"AT5G55970",131.5150265815,0.929655658842629,0.23037168309975,4.03545976803101,5.44954774860765e-05,0.0400775311569031,NA,NA,835695,"RING/U-box superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8LES9]",NA,NA,"en6",0.480976949416094,0.00558620326711561,NA,NA
"AT5G56550",270.889961452173,1.92344549719594,0.367591372264971,5.23256431549069,1.67174456803785e-07,0.000688491282900709,"OXS3",NA,835756,"Emb [Source:UniProtKB/TrEMBL;Acc:Q9LVB9]","OXS3","TAIR Gene Name","en6",NA,NA,NA,NA
"AT5G61440",582.339755919001,1.04327561317712,0.238216342913193,4.37952997018889,1.18935564323144e-05,0.0143488164139946,"ACHT5","Q9XFI1",836265,"Thioredoxin-like 1-2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9XFI1]","ACHT5","TAIR Gene Name","en6",-1.36836048290396,2.4745743140959e-07,NA,NA
"AT5G61600",396.217621919823,0.903881001465086,0.195558523201285,4.62204861577287,3.79968934789814e-06,0.00782432030519186,"ERF104","Q9FKG1",836281,"Ethylene-responsive transcription factor ERF104 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKG1]","ERF104","UniProtKB Gene Name","en6",0.732548717571763,0.000149900020417995,0.701,0.0072
"AT5G67420",2410.10738031297,0.519506430587149,0.11133458754639,4.66617285819364,3.0686157935992e-06,0.00702099293575496,"LBD37","Q9FN11",836878,"LOB domain-containing protein 37 [Source:UniProtKB/Swiss-Prot;Acc:Q9FN11]","LBD37","UniProtKB Gene Name","en6",-1.15968660208098,1.29678140793889e-06,NA,NA
"AT1G07135",450.607769037988,1.2561115849147,0.27676960758569,4.53847369973886,5.66628611715509e-06,0.019383420425768,NA,NA,837224,"At1g07135 [Source:UniProtKB/TrEMBL;Acc:Q9LMK6]",NA,NA,"nm6",NA,NA,NA,NA
"AT2G18700",343.540962341685,1.06855255611727,0.252654548987684,4.2293026600893,2.34416801788731e-05,0.0370108065901054,"ATTPS11","Q9ZV48",816385,"Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZV48]","TPS11","UniProtKB Gene Name","nm6",-0.780419153508224,0.000119599991252673,NA,NA
"AT2G26530",314.573678980728,0.963808214533148,0.222189775611342,4.33777032215496,1.4393545047149e-05,0.0306610398041551,"AR781",NA,817194,"AR781 [Source:UniProtKB/TrEMBL;Acc:A0A178VPT1]","AR781","TAIR Gene Name","nm6",0.826728281629683,1.4645539524889e-05,NA,NA
"AT2G40000",752.907978106586,1.55871598629784,0.291154693507437,5.35356640664296,8.62373656443909e-08,0.00177002192985112,"HSPRO2","O04203",818588,"Nematode resistance protein-like HSPRO2 [Source:UniProtKB/Swiss-Prot;Acc:O04203]","HSPRO2","UniProtKB Gene Name","nm6",NA,NA,NA,NA
"AT2G40140",1087.30419517691,0.696150012320104,0.16433164447769,4.23625050751935,2.27283200981133e-05,0.0370108065901054,"CZF1","Q9XEE6",818605,"Zinc finger CCCH domain-containing protein 29 [Source:UniProtKB/Swiss-Prot;Acc:Q9XEE6]","CZF1","TAIR Gene Name","nm6",1.15962240531305,2.27272564077074e-07,NA,NA
"AT3G15450",3077.92574019137,1.52399678720719,0.33202703826487,4.58997795833556,4.43292818328925e-06,0.0181971701924024,NA,NA,820784,"AT3g15450/MJK13_11 [Source:UniProtKB/TrEMBL;Acc:Q9LE80]",NA,NA,"nm6",-3.4224557190487,1.00303171560396e-05,NA,NA
"AT3G15500",57.6783982295022,2.18743603053102,0.487696689888864,4.48523862450141,7.28323783998898e-06,0.0213554938093963,"ATNAC3","Q9LDY8",820789,"NAC3 [Source:UniProtKB/TrEMBL;Acc:A0A178VLD3]","NAC055","UniProtKB Gene Name","nm6",1.37386098153939,3.51741662307427e-07,NA,NA
"AT3G44260",271.768692319574,1.30156089092255,0.292224271174943,4.4539794237124,8.42931822464322e-06,0.0216264695701003,NA,"Q9LXM2",823551,"Probable CCR4-associated factor 1 homolog 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXM2]","CAF1-9","UniProtKB Gene Name","nm6",0.546340774307378,0.000896366431547611,NA,NA
"AT3G55980",572.706792139635,1.29140752847504,0.250192824665055,5.16164894098745,2.44784018758071e-07,0.0025120959925047,"SZF1","Q93ZS9",824764,"Salt-inducible zinc finger 1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LNJ4]","SZF1","TAIR Gene Name","nm6",1.15873747045085,1.51892058423561e-06,NA,NA
"AT4G17490",167.035681176626,1.21908286084284,0.292009155305591,4.17481040814303,2.98234321030659e-05,0.0437232817082448,"ATERF6","Q8VZ91",827463,"Ethylene-responsive transcription factor 6 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZ91]","ERF6","UniProtKB Gene Name","nm6",0.524114025208171,0.00348758574212342,NA,NA
"AT4G24570",252.028917118205,1.61444643300915,0.344357687306923,4.68828341145817,2.75506294739366e-06,0.0141369167488137,"DIC2","Q9SB52",828559,"DIC2 [Source:UniProtKB/TrEMBL;Acc:A0A178URN9]","PUMP4","UniProtKB Gene Name","nm6",NA,NA,NA,NA
"AT4G37610",715.963528536581,1.3299360361356,0.311640126281371,4.267537855298,1.97642240463822e-05,0.0368782453229085,"BT5","Q6EJ98",829915,"BTB/POZ and TAZ domain-containing protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q6EJ98]","BT5","UniProtKB Gene Name","nm6",-2.41620085977786,1.69726355891556e-07,NA,NA
"AT5G18670",468.640554046218,0.648751037245821,0.149841047336767,4.32959491925972,1.49383872371036e-05,0.0306610398041551,"BMY3","Q8VYW2",831985,"Inactive beta-amylase 9 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYW2]","BAM9","UniProtKB Gene Name","nm6",-1.16819887382379,4.94892653071888e-06,NA,NA
"AT5G50450",793.830199534212,0.522495388185553,0.10834677879349,4.82243583061603,1.41815659584964e-06,0.00970255470993794,NA,"Q9FK27",835113,"F-box protein At5g50450 [Source:UniProtKB/Swiss-Prot;Acc:Q9FK27]",NA,NA,"nm6",-0.832831437158804,0.000378837507020539,NA,NA
"AT1G02610",61.4628206754917,1.71753725880761,0.398963816152944,4.30499506288356,1.66989459701611e-05,0.01529609688798,NA,NA,837915,"RING/FYVE/PHD zinc finger superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4HXK4]",NA,NA,"em24",NA,NA,NA,NA
"AT1G02660",94.5032935495405,1.50494606051224,0.323753678669709,4.64842922154893,3.34472351164143e-06,0.00898690043983479,NA,"F4HXL0",839544,"Phospholipase A1 PLIP2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:F4HXL0]","PLIP2","UniProtKB Gene Name","em24",NA,NA,NA,NA
"AT1G07135",322.880647629758,1.43728566641875,0.286604146088128,5.01488092910141,5.30663186133311e-07,0.00255315754904869,NA,NA,837224,"At1g07135 [Source:UniProtKB/TrEMBL;Acc:Q9LMK6]",NA,NA,"em24",NA,NA,NA,NA
"AT1G23710",149.867700263427,1.09395922731951,0.246704255399084,4.4342941128026,9.23744491482561e-06,0.0111689946465156,NA,NA,838981,"At1g23710 [Source:UniProtKB/TrEMBL;Acc:Q9ZUC4]",NA,NA,"em24",0.8644741935406,1.90074324066193e-05,1.16,8.8e-05
"AT1G23870",437.590671554043,0.762361567442666,0.17154109502109,4.44419203077219,8.82227807231968e-06,0.0111689946465156,"ATTPS9","Q9LRA7",838998,"Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9LRA7]","TPS9","UniProtKB Gene Name","em24",-0.916951671667952,0.000228124090020263,NA,NA
"AT1G25400",164.074716157672,0.777884407028762,0.178707407322824,4.35283807583624,1.34386408600783e-05,0.0135405505532672,NA,NA,839126,"At1g25400 [Source:UniProtKB/TrEMBL;Acc:Q9C6L0]",NA,NA,"em24",0.971694306209326,6.06418296477274e-06,NA,NA
"AT1G27730",517.175701797556,1.05471636161671,0.264099191437631,3.99363722348157,6.50673930541048e-05,0.04370721385651,"STZ","Q96289",839666,"Zinc finger protein ZAT10 [Source:UniProtKB/Swiss-Prot;Acc:Q96289]","ZAT10","UniProtKB Gene Name","em24",1.53453700178067,6.30474118492131e-07,1.195,0.00069
"AT1G28330",242.233447703161,0.765311529748714,0.193349322593516,3.95818055880987,7.55228590857132e-05,0.0493592913083978,"DYL1",NA,839729,"Dormancy-associated protein 1 [Source:UniProtKB/Swiss-Prot;Acc:B9DGG8]","DRM1","UniProtKB Gene Name","em24",NA,NA,NA,NA
"AT1G66160",114.042784692415,0.996729844718843,0.23817901257252,4.1847929166948,2.85426181696504e-05,0.0246506283063745,"ATCMPG1","Q9C8D1",842931,"U-box domain-containing protein 20 [Source:UniProtKB/Swiss-Prot;Acc:Q9C8D1]","PUB20","UniProtKB Gene Name","em24",0.376337134371954,0.00802800000759638,NA,NA
"AT1G73540",282.893177104995,1.05706990020316,0.260279346901215,4.06128996706127,4.88023116663969e-05,0.0380689516360261,"atnudt21","Q8VY81",843688,"Nudix hydrolase 21, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8VY81]","NUDT21","UniProtKB Gene Name","em24",NA,NA,NA,NA
"AT1G74930",65.7759945132369,2.06794985750754,0.456508522318087,4.52992607236942,5.90043289797411e-06,0.0109757129491392,"ORA47","Q9S7L5",843832,"Ethylene-responsive transcription factor ERF018 [Source:UniProtKB/Swiss-Prot;Acc:Q9S7L5]","ERF018","UniProtKB Gene Name","em24",NA,NA,NA,NA
"AT1G79110",646.570166842456,-0.777772498346276,0.156156678441298,-4.98071876342229,6.33485455888353e-07,0.00255315754904869,NA,NA,844252,"Probable BOI-related E3 ubiquitin-protein ligase 2 [Source:UniProtKB/Swiss-Prot;Acc:F4IDI6]","BRG2","UniProtKB Gene Name","em24",1.03207329225137,8.16289742348147e-07,NA,NA
"AT1G80440",860.323800039197,1.12312011218059,0.279208297865612,4.02251695514139,5.75795077887298e-05,0.0418919769033262,NA,"Q9M8L2",844383,"F-box/kelch-repeat protein At1g80440 [Source:UniProtKB/Swiss-Prot;Acc:Q9M8L2]",NA,NA,"em24",-1.08784531158447,1.78978765381198e-05,NA,NA
"AT1G80840",307.392116308451,1.21272042206148,0.282026971431956,4.30001576056377,1.70785963102911e-05,0.01529609688798,"WRKY40","Q9SAH7",844423,"Probable WRKY transcription factor 40 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAH7]","WRKY40","UniProtKB Gene Name","em24",1.48315536310809,0.00010911391918494,NA,NA
"AT2G18700",639.086199214541,0.984216104786706,0.216769005740223,4.54039128622565,5.61499252232302e-06,0.0109757129491392,"ATTPS11","Q9ZV48",816385,"Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZV48]","TPS11","UniProtKB Gene Name","em24",-0.780419153508224,0.000119599991252673,NA,NA
"AT2G23810",937.34810204552,0.886375560060237,0.202364792526154,4.38008780576632,1.1863149656587e-05,0.0130397584088903,"TET8","Q8S8Q6",816913,"TET8 [Source:UniProtKB/TrEMBL;Acc:A0A178VYI5]","TET8","UniProtKB Gene Name","em24",1.48038531573454,2.03207796482198e-08,NA,NA
"AT2G26530",335.895239321556,0.949585576498304,0.216218203888145,4.39179291762846,1.12419748470809e-05,0.0129454017024814,"AR781",NA,817194,"AR781 [Source:UniProtKB/TrEMBL;Acc:A0A178VPT1]","AR781","TAIR Gene Name","em24",0.826728281629683,1.4645539524889e-05,NA,NA
"AT2G40000",1302.64914188012,1.31001154446332,0.241885817565668,5.41582618463222,6.10063442125537e-08,0.000491751805249325,"HSPRO2","O04203",818588,"Nematode resistance protein-like HSPRO2 [Source:UniProtKB/Swiss-Prot;Acc:O04203]","HSPRO2","UniProtKB Gene Name","em24",NA,NA,NA,NA
"AT3G02830",2973.09997846582,-0.541037492956078,0.121712400229408,-4.44521258258246,8.78049989233824e-06,0.0111689946465156,"ZFN1",NA,821230,"Zinc finger CCCH domain-containing protein 33 [Source:UniProtKB/Swiss-Prot;Acc:Q8GXX7]","ZFN1","UniProtKB Gene Name","em24",NA,NA,NA,NA
"AT3G05200",175.73063180365,0.759842223130505,0.138895865791302,5.47058919861737,4.48541886417835e-08,0.000491751805249325,"ATL6","Q8RXX9",819684,"E3 ubiquitin-protein ligase ATL6 [Source:UniProtKB/Swiss-Prot;Acc:Q8RXX9]","ATL6","UniProtKB Gene Name","em24",0.798230537837896,2.24796278857938e-05,NA,NA
"AT3G19720",1721.425309224,-0.423771943977539,0.107431986250382,-3.94456026336414,7.99465474021797e-05,0.0495709592122951,"ARC5","Q84N64",821509,"Dynamin-like protein ARC5 [Source:UniProtKB/Swiss-Prot;Acc:Q84N64]","ARC5","UniProtKB Gene Name","em24",-0.249120223725587,0.0206577420139648,NA,NA
"AT3G44260",426.969942393015,1.31025334132835,0.326162978165883,4.01717371081267,5.89003066211682e-05,0.0418919769033262,NA,"Q9LXM2",823551,"Probable CCR4-associated factor 1 homolog 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXM2]","CAF1-9","UniProtKB Gene Name","em24",0.546340774307378,0.000896366431547611,NA,NA
"AT3G55980",1260.85465739508,1.42482936614725,0.308110550729269,4.62440952695327,3.75667008232608e-06,0.00908437959308094,"SZF1","Q93ZS9",824764,"Salt-inducible zinc finger 1 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LNJ4]","SZF1","TAIR Gene Name","em24",1.15873747045085,1.51892058423561e-06,NA,NA
"AT4G09020",654.346051406553,-0.675550170605186,0.171235024790538,-3.94516350513891,7.97455454593628e-05,0.0495709592122951,"ATISA3","Q9M0S5",826481,"Isoamylase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M0S5]","ISA3","UniProtKB Gene Name","em24",2.06885067343257,4.12368069351795e-09,1.802,0.00018
"AT4G14420",702.438912927809,0.466236862858761,0.112435820199742,4.14669330494937,3.3731140861533e-05,0.0281271189073652,NA,NA,827087,"AT4g14420/dl3250c [Source:UniProtKB/TrEMBL;Acc:O23298]",NA,NA,"em24",NA,NA,NA,NA
"AT4G15200",31.1673170821785,-1.92522548350642,0.431623473080144,-4.46042813605029,8.17960838513931e-06,0.0111689946465156,"FH3",NA,827184,"formin 3 [Source:TAIR;Acc:AT4G15200]","AFH3","TAIR Gene Name","em24",-0.298471562171228,0.0426235752647125,NA,NA
"AT4G17490",170.547520839133,1.71834677118319,0.383023711034356,4.48626735546683,7.2481780084293e-06,0.0110608954830744,"ATERF6","Q8VZ91",827463,"Ethylene-responsive transcription factor 6 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZ91]","ERF6","UniProtKB Gene Name","em24",0.524114025208171,0.00348758574212342,NA,NA
"AT4G17500",490.131200898333,1.045617185316,0.229570495587327,4.55466710842314,5.24686008256095e-06,0.0109757129491392,"ATERF-1","O80337",827464,"Ethylene-responsive transcription factor 1A [Source:UniProtKB/Swiss-Prot;Acc:O80337]","ERF1A","UniProtKB Gene Name","em24",0.928898995124968,3.8388191880355e-05,NA,NA
"AT4G21850",571.724813418657,0.858838639980749,0.211891864116849,4.05319309243104,5.05232675522735e-05,0.0381798017484086,"ATMSRB9","Q84JT6",828273,"MSRB9 [Source:UniProtKB/TrEMBL;Acc:A0A178V287]","MSRB9","UniProtKB Gene Name","em24",1.78150805401589,8.88471597342453e-08,NA,NA
"AT4G24570",440.586763461506,1.84969196138936,0.32462828767908,5.69787671497662,1.21308719072651e-08,0.000293348744461485,"DIC2","Q9SB52",828559,"DIC2 [Source:UniProtKB/TrEMBL;Acc:A0A178URN9]","PUMP4","UniProtKB Gene Name","em24",NA,NA,NA,NA
"AT4G26400",537.823936223608,0.450660883745076,0.104555175520479,4.31026854004762,1.63056416642833e-05,0.01529609688798,NA,NA,828746,"AT4G26400 protein [Source:UniProtKB/TrEMBL;Acc:Q8L5Z3]",NA,NA,"em24",NA,NA,NA,NA
"AT4G29780",271.726274596334,1.54283033239247,0.290191968784074,5.31658522066287,1.05732713761883e-07,0.000639207121047462,NA,NA,829100,"Nuclease [Source:UniProtKB/TrEMBL;Acc:Q84J48]",NA,NA,"em24",NA,NA,NA,NA
"AT4G38950",1798.99243864751,-0.552925136007175,0.136118870684409,-4.06207554637395,4.86383303756882e-05,0.0380689516360261,NA,"F4JUI9",830050,"Kinesin-like protein KIN-7F [Source:UniProtKB/Swiss-Prot;Acc:F4JUI9]","KIN7F","UniProtKB Gene Name","em24",NA,NA,NA,NA
"AT5G20230",232.736844764166,1.35417991422568,0.287531041468463,4.70968250005178,2.48102973777653e-06,0.00749953263986401,"ATBCB","Q07488",832145,"SAG14 [Source:UniProtKB/TrEMBL;Acc:A0A178UM84]","BCB","UniProtKB Gene Name","em24",NA,NA,0.837,0.0083
"AT5G51190",160.643190708107,1.15164333828167,0.23834877890127,4.83175682120322,1.35333496396734e-06,0.00467519229980833,NA,"Q8VY90",835193,"Ethylene-responsive transcription factor ERF105 [Source:UniProtKB/Swiss-Prot;Acc:Q8VY90]","ERF105","UniProtKB Gene Name","em24",0.94631250865001,1.20303757968088e-05,NA,NA
"AT5G54490",62.3230642527949,1.22768223055567,0.27377889070374,4.48421069791009,7.31843221111532e-06,0.0110608954830744,"PBP1","Q9LSQ6",835537,"PBP1 [Source:UniProtKB/TrEMBL;Acc:A0A178URF6]","PBP1","UniProtKB Gene Name","em24",1.33978787369778,6.05302440407374e-06,NA,NA
"AT5G61600",415.456113650778,1.09060827071262,0.272554719756128,4.0014286734365,6.2961174987921e-05,0.0435007752445116,"ERF104","Q9FKG1",836281,"Ethylene-responsive transcription factor ERF104 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKG1]","ERF104","UniProtKB Gene Name","em24",0.732548717571763,0.000149900020417995,0.701,0.0072
"AT5G62470",172.157342106692,0.558093848793119,0.124038443401037,4.49936191950352,6.81577338781941e-06,0.0110608954830744,"MYB96",NA,836367,"Transcription factor MYB96 [Source:UniProtKB/Swiss-Prot;Acc:Q24JK1]","MYB96","TAIR Gene Name","em24",NA,NA,NA,NA
"ATCG01070",22.201655702881,3.274795825252,0.749580265957879,4.3688394345163,1.24908558250144e-05,0.0131327771982825,"NDHE","P26289",844741,"NAD(P)H-quinone oxidoreductase subunit 4L, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P26289]","NDHE","UniProtKB Gene Name","em24",-0.723268626561797,0.000269072584290468,NA,NA
"AT1G01040",757.460827437373,-0.422705771398852,0.121359331527883,-3.48309245014037,0.000495657165412918,0.0209291238095605,"DCL1","Q9SP32",839574,"Dicer-like 1 [Source:UniProtKB/TrEMBL;Acc:F4HQG6]","DCL1","TAIR Gene Name","en24",0.832921651606436,0.000114251021601272,NA,NA
"AT1G01100",4034.78751730633,0.336012883333538,0.106919931834997,3.14265897449399,0.00167420771372339,0.0430074042354191,NA,"Q8LCW9",839410,"60S acidic ribosomal protein P1-1 [Source:UniProtKB/Swiss-Prot;Acc:Q8LCW9]","RPP1A","UniProtKB Gene Name","en24",NA,NA,NA,NA
"AT1G01448",360.732236559482,-0.431324911042604,0.109113879642037,-3.9529793318469,7.71841062700337e-05,0.00657297254571867,NA,NA,NA,NA,NA,NA,"en24",NA,NA,NA,NA
"AT1G01520",64.259661903731,-0.929426275536223,0.303892238619929,-3.0584074136182,0.00222516827435757,0.0498291721046208,NA,NA,839337,"ASG4 [Source:UniProtKB/TrEMBL;Acc:A0A384LJW3]",NA,NA,"en24",1.11582571959697,9.73300094495611e-06,1.317,0.00024
"AT1G01670",36.9062381058512,-0.758202761456246,0.24795901326183,-3.05777455508596,0.00222987266128336,0.0498291721046208,NA,"Q8GXQ7",839365,"U-box domain-containing protein 56 [Source:UniProtKB/Swiss-Prot;Acc:Q8GXQ7]","PUB56","UniProtKB Gene Name","en24",NA,NA,NA,NA
