gene;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;tair_symbol;uniprotswissprot;entrezgene_id;description;external_gene_name;external_gene_source
AT2G15020;152.3150116007123;0.7657955346087815;0.21852630914665375;3.5043631020869594;4.577008251038189e-4;0.021346940457743296;;;815991;"At2g15020 [Source:UniProtKB/TrEMBL;Acc:Q9ZUK9]";;
AT2G15050;559.7806787415941;0.34522548579661066;0.0667387017047582;5.172792951889226;2.3062051854912758e-7;6.501777574439509e-5;LTP;;815994;"Non-specific lipid-transfer protein [Source:UniProtKB/TrEMBL;Acc:A0A178VZ65]";LTP7;UniProtKB Gene Name
AT2G15050;559.7806787415941;0.34522548579661066;0.0667387017047582;5.172792951889226;2.3062051854912758e-7;6.501777574439509e-5;LTP;Q9ZUK6;815994;"Non-specific lipid-transfer protein [Source:UniProtKB/TrEMBL;Acc:A0A178VZ65]";LTP7;UniProtKB Gene Name
AT2G15890;9588.584226978732;-0.2528597366050649;0.08005318289731812;-3.1586468826530067;0.0015850341384029813;0.048057319165800826;MEE14;;816085;"CCG-binding protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9XIM0]";MEE14;UniProtKB Gene Name
AT2G15890;9588.584226978732;-0.2528597366050649;0.08005318289731812;-3.1586468826530067;0.0015850341384029813;0.048057319165800826;MEE14;Q9XIM0;816085;"CCG-binding protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9XIM0]";MEE14;UniProtKB Gene Name
AT2G16660;307.29496864681835;0.8054165712488633;0.1732058824928457;4.650053217921922;3.318493886056512e-6;5.519485344248319e-4;;;816167;"At2g16660/T24I21.7 [Source:UniProtKB/TrEMBL;Acc:Q9SLF1]";;
AT2G16900;156.8640091564594;-0.4709161079085509;0.1279895587105457;-3.679332225635291;2.3384547087062585e-4;0.01367525417732276;;;816192;"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9ZVX3]";;
AT2G17230;337.7823366466889;0.4164019391148957;0.11295161002265011;3.6865516041019237;2.2731336422991935e-4;0.013459944002943406;EXL5;Q9SII5;816228;"Protein EXORDIUM-like 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SII5]";EXL5;UniProtKB Gene Name
AT2G17450;647.1874174300013;-0.41094045258179623;0.090988658066438;-4.516392057147784;6.290215795681773e-6;8.864311108481138e-4;RHA3A;O22755;816251;"Probable E3 ubiquitin-protein ligase ATL44 [Source:UniProtKB/Swiss-Prot;Acc:O22755]";ATL44;UniProtKB Gene Name
AT2G17880;563.5194583419178;-0.5338535341063166;0.1279510133175489;-4.1723275202315016;3.015038196653386e-5;0.0029356214688961756;;;816298;"At2g17880/At2g17880 [Source:UniProtKB/TrEMBL;Acc:O48828]";;
AT2G18160;13050.461666659792;0.30743755635227016;0.0761079538970773;4.039493122729666;5.356683854074664e-5;0.004418445472472329;ATBZIP2;Q9SI15;816329;"bZIP transcription factor 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SI15]";BZIP2;UniProtKB Gene Name
AT2G18162;13050.461666659792;0.30743755635227016;0.0761079538970773;4.039493122729666;5.356683854074664e-5;0.004418445472472329;NA;NA;NA;NA;NA;NA
AT2G18193;390.27970663460565;-0.6775846830656729;0.1868412721880724;-3.6265257409702474;2.872601952855203e-4;0.016053425528840808;;Q8GW96;816333;"AAA-ATPase At2g18193 [Source:UniProtKB/Swiss-Prot;Acc:Q8GW96]";;
AT2G19810;160.28678667632155;-0.5167605399907254;0.11998622746688016;-4.306832133157674;1.6560919183108362e-5;0.0018427748959274437;;O82199;816500;"TZF2 [Source:UniProtKB/TrEMBL;Acc:A0A178VX61]";;
AT2G20340;41.73289061338062;0.5366788666851795;0.16293279221591395;3.2938665040122053;9.8819418849281e-4;0.03530566256293658;;Q8RY79;816553;"Tyrosine decarboxylase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8RY79]";ELI5;UniProtKB Gene Name
AT2G20340;41.73289061338062;0.5366788666851795;0.16293279221591395;3.2938665040122053;9.8819418849281e-4;0.03530566256293658;;;816553;"Tyrosine decarboxylase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8RY79]";ELI5;UniProtKB Gene Name
AT2G20410;56.15239735654651;-0.4936429736281285;0.13698967999895817;-3.6035048306696003;3.1395490967761093e-4;0.01704107554281722;;;816560;"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9SK61]";;
AT2G20670;5402.499139375747;-0.5413204634745338;0.09256106126011067;-5.848252560040781;4.967639084217745e-9;3.0268946665093223e-6;;;816595;"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9SIU5]";;
AT2G20890;2227.174946243874;0.17259364269889182;0.05200856341987705;3.31856200882735;9.048223031572364e-4;0.03312810927762353;PSB29;Q9SKT0;816623;"THF1 [Source:UniProtKB/TrEMBL;Acc:A0A178VVV5]";THF1;UniProtKB Gene Name
AT2G21210;1097.2563389347113;0.6168216046632605;0.14821793434103103;4.161585488325797;3.160456405978276e-5;0.0030150434875011946;;;816658;"SAUR-like auxin-responsive protein family [Source:TAIR;Acc:AT2G21210]";;
AT2G21330;5456.684314098116;0.34836205066733905;0.0720463035161541;4.835252242875027;1.3297690445090802e-6;2.790889720192446e-4;FBA1;;816672;"Fructose-bisphosphate aldolase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SJU4]";FBA1;UniProtKB Gene Name
AT2G21330;5456.684314098116;0.34836205066733905;0.0720463035161541;4.835252242875027;1.3297690445090802e-6;2.790889720192446e-4;FBA1;Q9SJU4;816672;"Fructose-bisphosphate aldolase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SJU4]";FBA1;UniProtKB Gene Name
AT2G21640;82.83166981262394;-0.7602814830817087;0.1863731704255871;-4.079350484544475;4.516170504663696e-5;0.00391311672764186;;;816702;"Marker for oxidative stress response protein [Source:UniProtKB/TrEMBL;Acc:Q9SIJ6]";;
AT2G22170;2892.1447753566495;0.28983002994527046;0.08331339146794682;3.4787928427661816;5.036777823656673e-4;0.022677611931196485;;Q9SIE7;816751;"PLAT domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIE7]";PLAT2;UniProtKB Gene Name
AT2G22880;98.39284601296491;-1.083399310195668;0.17880113663608707;-6.059241739613236;1.3676472211076835e-9;8.611162786501011e-7;;;816819;"At2g22880 [Source:UniProtKB/TrEMBL;Acc:O81005]";;
AT2G23130;682.7697709454907;0.6579184439519604;0.12562131663724696;5.237315302559775;1.6292921390977924e-7;4.96382245409971e-5;AGP17;O22194;816845;"Lysine-rich arabinogalactan protein 17 [Source:UniProtKB/Swiss-Prot;Acc:O22194]";AGP17;UniProtKB Gene Name
AT2G23130;682.7697709454907;0.6579184439519604;0.12562131663724696;5.237315302559775;1.6292921390977924e-7;4.96382245409971e-5;AGP17;;816845;"Lysine-rich arabinogalactan protein 17 [Source:UniProtKB/Swiss-Prot;Acc:O22194]";AGP17;UniProtKB Gene Name
AT2G23320;692.3132858865364;-0.596705991832404;0.1186530362925197;-5.028998923898776;4.930471581084503e-7;1.2095023077286387e-4;WRKY15;;816864;"Probable WRKY transcription factor 15 [Source:UniProtKB/Swiss-Prot;Acc:O22176]";WRKY15;UniProtKB Gene Name
AT2G23320;692.3132858865364;-0.596705991832404;0.1186530362925197;-5.028998923898776;4.930471581084503e-7;1.2095023077286387e-4;WRKY15;O22176;816864;"Probable WRKY transcription factor 15 [Source:UniProtKB/Swiss-Prot;Acc:O22176]";WRKY15;UniProtKB Gene Name
AT2G23450;201.1186600848261;-0.3259049871615353;0.09521936854857005;-3.422675366674962;6.200808480868994e-4;0.025798914404214633;;Q8RY67;816877;"Wall-associated receptor kinase-like 14 [Source:UniProtKB/Swiss-Prot;Acc:Q8RY67]";WAKL14;UniProtKB Gene Name
AT2G24240;94.53575120017302;-0.438249018058458;0.13775301452009348;-3.1814114528472435;0.0014655931732127118;0.04575799908895027;;Q9ZUH1;816958;"BTB/POZ domain-containing protein At2g24240 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUH1]";;
AT2G24500;828.6700659234172;-0.22875671748191762;0.06590560536360657;-3.470975135117085;5.185720159778208e-4;0.02321160407130252;FZF;Q9ZQ18;816986;"Cytoplasmic 60S subunit biogenesis factor REI1 homolog 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZQ18]";REIL2;UniProtKB Gene Name
AT2G24540;64.56752169150913;0.6585481536648387;0.15815783735587738;4.163866708565398;3.1290282600020594e-5;0.0030080474012026646;AFR;Q8LAW2;816990;"F-box protein AFR [Source:UniProtKB/Swiss-Prot;Acc:Q8LAW2]";AFR;UniProtKB Gene Name
AT2G24545;61.82876160235332;0.5717618799403337;0.17134510353396726;3.3369023575686145;8.471770532389988e-4;0.031877146132731966;NA;NA;NA;NA;NA;NA
AT2G25200;202.67107987671002;-0.44859198304609815;0.13927848072351176;-3.2208276592032843;0.001278209868918247;0.042183884946646294;;;817058;"At2g25200 [Source:UniProtKB/TrEMBL;Acc:Q9SIS2]";;
AT2G25460;95.93985757374196;-0.8413724985315683;0.16852276809640274;-4.99263398077027;5.956136806675983e-7;1.406318351766283e-4;;;817084;"CONTAINS InterPro DOMAIN/s: C2 calcium-dependent membrane targeting (InterPro:IPR000008); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G04860.1); Ha. [Source:TAIR;Acc:AT2G25460]";;
AT2G25735;196.715232189884;-0.49326525262739956;0.09398893169620225;-5.248120642777033;1.5365866439196276e-7;4.7581287077045645e-5;;;817115;"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q8RUI1]";;
AT2G26190;352.0153730018753;-0.40163046291714233;0.08897681926761333;-4.513877504534844;6.365299096026433e-6;8.864311108481138e-4;;;817159;"IQ domain-containing protein IQM4 [Source:UniProtKB/Swiss-Prot;Acc:O64851]";IQM4;UniProtKB Gene Name
AT2G26190;352.0153730018753;-0.40163046291714233;0.08897681926761333;-4.513877504534844;6.365299096026433e-6;8.864311108481138e-4;;O64851;817159;"IQ domain-containing protein IQM4 [Source:UniProtKB/Swiss-Prot;Acc:O64851]";IQM4;UniProtKB Gene Name
AT2G26530;445.468891202496;-0.5937566198526578;0.10640367589160388;-5.5802265746677095;2.402054770466314e-8;1.0551723851008885e-5;AR781;;817194;"AR781 [Source:UniProtKB/TrEMBL;Acc:A0A178VPT1]";AR781;TAIR Gene Name
AT2G26690;198.12297241173027;0.2554304077315073;0.078540544186966;3.2522108215020062;0.0011451105205334572;0.03925588497705349;;Q9SZY4;817210;"Protein NRT1/ PTR FAMILY 6.2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZY4]";NPF6.2;UniProtKB Gene Name
AT2G26690;198.12297241173027;0.2554304077315073;0.078540544186966;3.2522108215020062;0.0011451105205334572;0.03925588497705349;;;817210;"Protein NRT1/ PTR FAMILY 6.2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZY4]";NPF6.2;UniProtKB Gene Name
AT2G26900;1309.6824149635063;0.23662856002049118;0.07515300200307548;3.1486241895008753;0.0016404100481895545;0.049183659365480144;;Q1EBV7;817231;"BASS2 [Source:UniProtKB/TrEMBL;Acc:A0A178VXV9]";BASS2;UniProtKB Gene Name
AT2G27040;267.37912252410285;0.36868090562918204;0.09822177989324861;3.7535555355429246;1.743438840855112e-4;0.01131677534876708;AGO4;Q9ZVD5;817246;"Protein argonaute 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZVD5]";AGO4;UniProtKB Gene Name
AT2G27420;17.96807724484929;1.3971880285649954;0.4254765131944582;3.283819400687882;0.001024105258257504;0.03636151169779322;;;817287;"Cysteine proteinases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9ZQH7]";;
AT2G27830;681.3109005642066;-0.7046197030114858;0.1561740257451073;-4.511759875880387;6.429194885181407e-6;8.864311108481138e-4;;;817330;"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9ZUY4]";;
AT2G28400;104.25360139006007;-0.9095659565172719;0.1725032103896215;-5.272747993865714;1.3439604924823317e-7;4.37690857629289e-5;;;817388;"Uncharacterized protein At2g28400 [Source:UniProtKB/TrEMBL;Acc:Q9SKN0]";;
AT2G28830;54.39622277015209;-0.5117301123909425;0.14207283375108853;-3.601885729171089;3.159172346088516e-4;0.01709845456884412;PUB12;Q9ZV31;NA;"PLANT U-BOX 12 [Source:TAIR;Acc:AT2G28830]";PUB12;TAIR Gene Name
AT2G29090;513.4520011557053;0.5400160982445359;0.1317773914821535;4.097941932001817;4.1683981183959785e-5;0.003656314019969192;CYP707A2;O81077;817457;"Abscisic acid 8'-hydroxylase 2 [Source:UniProtKB/Swiss-Prot;Acc:O81077]";CYP707A2;UniProtKB Gene Name
AT2G29090;513.4520011557053;0.5400160982445359;0.1317773914821535;4.097941932001817;4.1683981183959785e-5;0.003656314019969192;CYP707A2;;817457;"Abscisic acid 8'-hydroxylase 2 [Source:UniProtKB/Swiss-Prot;Acc:O81077]";CYP707A2;UniProtKB Gene Name
AT2G29180;539.8757554087907;0.24193758198722315;0.07254383409209686;3.335053695674193;8.528292978845951e-4;0.03200662413316143;;;817467;"Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q9ZW05]";;
AT2G29500;202.1956196715002;-0.9446607916735478;0.23865809909630614;-3.9582180334569204;7.551101347116352e-5;0.005793463099904578;;Q9ZW31;817499;"17.6 kDa class I heat shock protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW31]";HSP17.6B;UniProtKB Gene Name
AT2G30040;97.06926448691594;0.5272035608416503;0.15337347734928025;3.437384155025969;5.873619102966714e-4;0.02521424546124851;MAPKKK14;;817555;"Mitogen-activated protein kinase kinase kinase 14 [Source:UniProtKB/TrEMBL;Acc:O64741]";MAPKKK14;TAIR Gene Name
AT2G30140;757.3172292668819;-0.3212982057303679;0.09381046845148656;-3.4249717652409446;6.148633164069424e-4;0.02569502916728039;;O64733;817566;"UDP-glycosyltransferase 87A2 [Source:UniProtKB/Swiss-Prot;Acc:O64733]";UGT87A2;UniProtKB Gene Name
AT2G30140;757.3172292668819;-0.3212982057303679;0.09381046845148656;-3.4249717652409446;6.148633164069424e-4;0.02569502916728039;;;817566;"UDP-glycosyltransferase 87A2 [Source:UniProtKB/Swiss-Prot;Acc:O64733]";UGT87A2;UniProtKB Gene Name
AT2G30250;572.7522630615283;-0.342375260797284;0.08621159103609535;-3.971336762059491;7.147046500688894e-5;0.005625023389646355;WRKY25;O22921;817575;"Probable WRKY transcription factor 25 [Source:UniProtKB/Swiss-Prot;Acc:O22921]";WRKY25;UniProtKB Gene Name
AT2G31790;477.94533504103424;0.2709457582503538;0.07986320793411475;3.392623027037401;6.922683703980642e-4;0.02782182393287029;;Q9SKC1;817736;"Glycosyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:W8Q6Z8]";UGT74C1;UniProtKB Gene Name
AT2G31945;181.8813129659284;-0.5197020728040785;0.1269911007865139;-4.092429072473001;4.2687783602045915e-5;0.0037158043523458305;;;817753;"At2g31940/F20M17.2 [Source:UniProtKB/TrEMBL;Acc:Q8RU85]";;
AT2G32020;73.6060063995097;-0.6545099468734346;0.18629601621307904;-3.5132793506696802;4.4261186296407155e-4;0.02107136233298712;;;817762;"Acyl-CoA N-acyltransferases (NAT) superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SKZ7]";;
AT2G32660;64.1790819135454;-0.7032449227372358;0.1516638113999949;-4.636867003708041;3.537298503050771e-6;5.712117363108212e-4;AtRLP22;Q9SVM3;817826;"Receptor like protein 22 [Source:UniProtKB/Swiss-Prot;Acc:O48851]";AtRLP22;TAIR Gene Name
AT2G32660;64.1790819135454;-0.7032449227372358;0.1516638113999949;-4.636867003708041;3.537298503050771e-6;5.712117363108212e-4;AtRLP22;O48851;817826;"Receptor like protein 22 [Source:UniProtKB/Swiss-Prot;Acc:O48851]";AtRLP22;TAIR Gene Name
AT2G33180;387.2669583309946;0.2630248053576003;0.0734720564020968;3.5799298160122537;3.436865043173691e-4;0.017982189895217108;;;817879;"Uncharacterized protein At2g33180 [Source:UniProtKB/TrEMBL;Acc:O49317]";;
AT2G34060;368.32913860152775;0.3953874332643526;0.11167700832807649;3.5404550962075607;3.994376005308199e-4;0.019699678424090487;;O22959;817967;"Peroxidase 19 [Source:UniProtKB/Swiss-Prot;Acc:O22959]";PER19;UniProtKB Gene Name
AT2G34490;144.59515947703088;0.47193880850131975;0.121778783953102;3.8753779039464478;1.0645935034266921e-4;0.007691628904081756;CYP710A2;O64698;818012;"Cytochrome P450 710A2 [Source:UniProtKB/Swiss-Prot;Acc:O64698]";CYP710A2;UniProtKB Gene Name
AT2G34510;548.8448549387987;0.3090842140399948;0.08747759746648197;3.5332956435894793;4.104132413295889e-4;0.01998014359658403;;;818014;"Uncharacterized protein At2g34510 [Source:UniProtKB/TrEMBL;Acc:O64696]";;
AT2G35710;76.42404162400209;-0.5166695038801251;0.15257215386772421;-3.386394507663981;7.081749793859404e-4;0.02806362715958921;;Q8VZP6;818140;"Putative glucuronosyltransferase PGSIP8 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZP6]";PGSIP8;UniProtKB Gene Name
AT2G35710;76.42404162400209;-0.5166695038801251;0.15257215386772421;-3.386394507663981;7.081749793859404e-4;0.02806362715958921;;;818140;"Putative glucuronosyltransferase PGSIP8 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZP6]";PGSIP8;UniProtKB Gene Name
AT2G35800;494.8297955665213;-0.21306770267937436;0.05973140270305255;-3.5670969211725145;3.6095800137180256e-4;0.018578026397580324;;;818153;"Mitochondrial substrate carrier family protein [Source:UniProtKB/TrEMBL;Acc:Q8VZP7]";;
AT2G35860;206.1622337285589;0.5319770809899652;0.0997956567908348;5.33066365909044;9.785450285722396e-8;3.4229142675372283e-005;FLA16;Q8RWC5;818159;"FLA16 [Source:UniProtKB/TrEMBL;Acc:A0A178VR39]";FLA16;UniProtKB Gene Name
AT2G35930;71.60414062749268;-0.5680698188282662;0.14957392391781205;-3.7979201450943383;1.4591531316035096e-4;0.010015926441758333;PUB23;Q84TG3;818166;"E3 ubiquitin-protein ligase PUB23 [Source:UniProtKB/Swiss-Prot;Acc:Q84TG3]";PUB23;UniProtKB Gene Name
AT2G35960;92.96869058133427;0.5690550003143238;0.14808276330310147;3.8428172707012513;1.2163002729426838e-4;0.00863710370511818;NHL12;Q9SJ54;818169;"NDR1/HIN1-like protein 12 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJ54]";NHL12;UniProtKB Gene Name
AT2G36220;948.4195582461969;-0.27427798200444836;0.07860190169886377;-3.4894573296108073;4.8400232306464224e-4;0.022271373255309014;;;818194;"At2g36220/F2H17.17 [Source:UniProtKB/TrEMBL;Acc:Q9SJN3]";;
AT2G36670;137.84031088349434;-0.33638106550131214;0.10302170106896648;-3.2651476534650343;0.0010940702852146324;0.03801079759678416;;;818239;"Eukaryotic aspartyl protease family protein [Source:UniProtKB/TrEMBL;Acc:F4INZ4]";;
AT2G36690;319.9391422247123;-0.7439014818776172;0.13934081328581827;-5.338719247688857;9.360546281976109e-8;3.336063372080127e-5;;;818241;"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4INZ9]";;
AT2G37430;21.391338134429134;-0.9904772900336917;0.24549306148619202;-4.034644743266612;5.4684971890301026e-5;0.004471620926562321;;Q9SLD4;818319;"ZAT11 [Source:UniProtKB/TrEMBL;Acc:A0A178VNJ8]";ZAT11;UniProtKB Gene Name
AT2G38310;5712.9062286035305;0.20331403009078156;0.046386065984834336;4.383084139044125;1.1701089517285806e-5;0.0014352070122857895;PYL4;O80920;818411;"Abscisic acid receptor PYL4 [Source:UniProtKB/Swiss-Prot;Acc:O80920]";PYL4;UniProtKB Gene Name
AT2G38470;405.98250886447613;-0.79926855130958685;0.09955522907822435;-8.028393472748387;9.87573098142746e-16;3.1090447084697213e-12;WRKY33;Q8S8P5;818429;"WRKY33 [Source:UniProtKB/TrEMBL;Acc:A0A384L4W4]";WRKY33;UniProtKB Gene Name
AT2G38560;201.43413275373214;-0.29480711338252674;0.09084438659484469;-3.245188001514413;0.0011737310556606804;0.040019144242553414;TFIIS;Q9ZVH8;818438;"TFIIS [Source:UniProtKB/TrEMBL;Acc:A0A178VY86]";TFIIS;UniProtKB Gene Name
AT2G38820;438.6050800099847;-0.5123586899930612;0.10579205722814741;-4.843073321545554;1.2784608433273656e-6;2.7133535808551246e-4;;;818464;"Protein of unknown function (DUF506) [Source:TAIR;Acc:AT2G38820]";;
AT2G39040;15.154965272511527;1.4110585206767783;0.39684099568705544;3.5557276995381897;3.769343253723984e-4;0.018986433258557953;;Q9ZV04;818490;"Peroxidase 24 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZV04]";PER24;UniProtKB Gene Name
AT2G39200;257.4292061547743;-0.67895611215554;0.19540566182582592;-3.474597950804132;5.116195367046436e-4;0.022954825246589105;MLO12;O80961;818505;"MLO-like protein [Source:UniProtKB/TrEMBL;Acc:A0A178VNS1]";MLO12;UniProtKB Gene Name
AT2G39400;354.56619815935437;-0.3310519129605351;0.09318424446310027;-3.5526597319960813;3.8135740989144026e-4;0.019121002947330375;;;818525;"Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:O80627]";;
AT2G39470;577.3191745490849;0.2409301041114002;0.06027930310550061;3.9968959775418313;6.41784855783117e-5;0.005093560563398024;PPL2;;818532;"Photosynthetic NDH subunit of lumenal location 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O80634]";PNSL1;UniProtKB Gene Name
AT2G39470;577.3191745490849;0.2409301041114002;0.06027930310550061;3.9968959775418313;6.41784855783117e-5;0.005093560563398024;PPL2;O80634;818532;"Photosynthetic NDH subunit of lumenal location 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O80634]";PNSL1;UniProtKB Gene Name
AT2G39650;91.5374994730842;-0.4652225715652245;0.13222485349733978;-3.518420019081997;4.341246553342909e-4;0.020865599528268244;;;818548;"At2g39650 [Source:UniProtKB/TrEMBL;Acc:O48813]";;
AT2G39660;739.9410682154172;-0.4286155022294803;0.060078637380090505;-7.13424140294366;9.732239717794872e-13;1.5319356335785611e-9;BIK1;O48814;818549;"BIK1 [Source:UniProtKB/TrEMBL;Acc:A0A178VYW0]";BIK1;UniProtKB Gene Name
AT2G39710;122.5353109038485;-0.31476034057341945;0.0960790227134288;-3.27605685074715;0.0010526736879794048;0.036959020989299214;;;818555;"Eukaryotic aspartyl protease family protein [Source:UniProtKB/TrEMBL;Acc:O22282]";;
AT2G40000;3174.2344929130427;-0.5653580164231001;0.13968217448768236;-4.0474600176914866;5.177642260431467e-5;0.004346688206990666;HSPRO2;O04203;818588;"Nematode resistance protein-like HSPRO2 [Source:UniProtKB/Swiss-Prot;Acc:O04203]";HSPRO2;UniProtKB Gene Name
AT2G40095;130.4463823198015;-0.5810966831141217;0.12628323606766761;-4.601534623350536;4.1938942414185016e-6;6.287180025885243e-4;;;818598;"Alpha/beta hydrolase related protein [Source:UniProtKB/TrEMBL;Acc:Q8GZ10]";;
AT2G40140;802.2731219523198;-0.6541126441409278;0.08115668647748117;-8.059873715056451;7.637330694890405e-16;2.8852307899156972e-12;CZF1;Q9XEE6;818605;"Zinc finger CCCH domain-containing protein 29 [Source:UniProtKB/Swiss-Prot;Acc:Q9XEE6]";CZF1;TAIR Gene Name
AT2G40180;15.42527353649711;-0.8990645677794687;0.2803603732894143;-3.2068175585262537;0.0013421208301635402;0.04340979513862862;ATHPP2C5;Q9XEE8;818609;"PP2C-type phosphatase AP2C3 [Source:UniProtKB/TrEMBL;Acc:F6LPR7]";PP2C5;UniProtKB Gene Name
AT2G41100;5838.597917337357;-0.46793544662062414;0.13004943961455284;-3.5981350477750236;3.2050719349727613e-4;0.017248035264871935;TCH3;;818709;"Calmodulin-like protein 12 [Source:UniProtKB/Swiss-Prot;Acc:P25071]";CML12;UniProtKB Gene Name
AT2G41100;5838.597917337357;-0.46793544662062414;0.13004943961455284;-3.5981350477750236;3.2050719349727613e-4;0.017248035264871935;TCH3;P25071;818709;"Calmodulin-like protein 12 [Source:UniProtKB/Swiss-Prot;Acc:P25071]";CML12;UniProtKB Gene Name
AT2G41380;606.7801027114015;-0.5340441805118361;0.16650403626628998;-3.2073948024763737;0.0013394303794867295;0.04339708479952802;;;818736;"At2g41380 [Source:UniProtKB/TrEMBL;Acc:Q9ZVC3]";;
AT2G41680;1223.476040833198;0.20238682687657436;0.05774466174638253;3.504857778290702;4.568512636435021e-4;0.021346940457743296;NTRC;O22229;818766;"Thioredoxin reductase [Source:UniProtKB/TrEMBL;Acc:A0A178VZE7]";NTRC;UniProtKB Gene Name
AT2G41950;199.4294975717027;0.30235786993774766;0.08544863094042988;3.5384752992535953;4.0244493207982214e-4;0.019755136179610607;;;818795;"At2g41950/T6D20.26 [Source:UniProtKB/TrEMBL;Acc:O23684]";;
AT2G43100;574.3012384096273;0.4524442618969762;0.12145195392882731;3.725294219326561;1.9508754475194856e-4;0.012262841765016736;IPMI2;Q9ZW84;818912;"IPMI2 [Source:UniProtKB/TrEMBL;Acc:A0A178VZE1]";IPMI2;UniProtKB Gene Name
AT2G44130;335.0864089324107;-0.41028994682470055;0.0916090546247828;-4.478705172814934;7.509716901555639e-6;0.001013221732524889;;O80582;819019;"F-box/kelch-repeat protein At2g44130 [Source:UniProtKB/Swiss-Prot;Acc:O80582]";;
AT2G44140;412.44573447387893;-0.35420404062232574;0.07959496024532454;-4.4500812555293905;8.583780639204761e-6;0.00112596550343013;;;819020;"Cysteine protease ATG4a [Source:UniProtKB/Swiss-Prot;Acc:Q8S929]";ATG4A;UniProtKB Gene Name
AT2G44140;412.44573447387893;-0.35420404062232574;0.07959496024532454;-4.4500812555293905;8.583780639204761e-6;0.00112596550343013;;Q8S929;819020;"Cysteine protease ATG4a [Source:UniProtKB/Swiss-Prot;Acc:Q8S929]";ATG4A;UniProtKB Gene Name
AT2G45220;156.78126689605415;-1.0189485113217571;0.2851879381641988;-3.5729018480967136;3.530471165224921e-4;0.018270430093132475;;O22149;819130;"Probable pectinesterase/pectinesterase inhibitor 17 [Source:UniProtKB/Swiss-Prot;Acc:O22149]";PME17;UniProtKB Gene Name
AT2G45470;1683.110511458995;0.3356731702100836;0.10488340247740713;3.2004412736551977;0.0013721732901244706;0.04390555838535823;FLA8;O22126;819155;"Fasciclin-like arabinogalactan protein 8 [Source:UniProtKB/Swiss-Prot;Acc:O22126]";FLA8;UniProtKB Gene Name
AT2G47000;490.35466135995597;-0.49577992186180236;0.12272531281505711;-4.039752765665596;5.350757498353625e-5;0.004418445472472329;MDR4;;819314;"ABC transporter B family member 4 [Source:UniProtKB/Swiss-Prot;Acc:O80725]";ABCB4;UniProtKB Gene Name
AT2G47000;490.35466135995597;-0.49577992186180236;0.12272531281505711;-4.039752765665596;5.350757498353625e-5;0.004418445472472329;MDR4;O80725;819314;"ABC transporter B family member 4 [Source:UniProtKB/Swiss-Prot;Acc:O80725]";ABCB4;UniProtKB Gene Name
AT2G47440;416.0791672715971;0.4198119644747658;0.09093606120113037;4.616561998943796;3.901495015527444e-6;5.943172528088541e-4;;;819357;"Tetratricopeptide repeat (TPR)-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:O22266]";;
AT2G47520;52.5725710912648;-1.1685885845686952;0.3334159744049891;-3.504896808421213;4.567842956074728e-4;0.021346940457743296;HRE2;O22259;819365;"Ethylene-responsive transcription factor ERF071 [Source:UniProtKB/Swiss-Prot;Acc:O22259]";ERF071;UniProtKB Gene Name
