genes;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;tair_symbol;uniprotswissprot;entrezgene_id;description;external_gene_name;external_gene_source
AT1G76040;81.5267170101891;-0.8693551431311526;0.2595904251663304;-3.3489491862965304;8.111867141315547e-4;0.04693098730209823;CPK29;;843936;"calcium-dependent protein kinase 29 [Source:TAIR;Acc:AT1G76040]";CPK29;TAIR Gene Name
AT1G76040;81.5267170101891;-0.8693551431311526;0.2595904251663304;-3.3489491862965304;8.111867141315547e-4;0.04693098730209823;CPK29;Q8RWL2;843936;"calcium-dependent protein kinase 29 [Source:TAIR;Acc:AT1G76040]";CPK29;TAIR Gene Name
AT1G78100;547.451334916492;0.6964226286979981;0.1491093163186615;4.670550746874014;3.003932599108796e-6;8.996155476002586e-4;;Q9C9S2;844146;"AUF1 [Source:UniProtKB/TrEMBL;Acc:A0A178VZX8]";;
AT1G78240;206.53396023079654;-0.6375018096908028;0.1688625240381696;-3.775271116678928;1.598337272261512e-4;0.015001666313754719;TSD2;Q9C9Q8;844160;"Probable pectin methyltransferase QUA2 [Source:UniProtKB/Swiss-Prot;Acc:Q9C9Q8]";QUA2;UniProtKB Gene Name
AT1G78410;36.1030121549558;-3.1675109827460948;0.5876797314319357;-5.389859158538891;7.051292351716e-8;5.791551852726738e-5;;Q8VYI5;844177;"VQ motif-containing protein 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYI5]";VQ10;UniProtKB Gene Name
AT1G78865;48.725900148436025;1.000926723655234;0.2807429710516791;3.5652779476747205;3.6347078577630824e-4;0.026311588577129025;NA;NA;NA;NA;NA;NA
AT1G79680;25.795959960113578;-1.9700920126522115;0.5583480666525246;-3.5284298994058383;4.180326514404473e-4;0.028868800893297377;WAKL10;Q8VYA3;844307;"Wall-associated receptor kinase-like 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYA3]";WAKL10;UniProtKB Gene Name
AT1G80450;176.9021742262258;-1.180768290112127;0.155783766661609;-7.579533576672163;3.4679944518053565e-14;2.4686340506101127e-10;;Q9M8L3;844384;"VQ motif-containing protein 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9M8L3]";VQ11;UniProtKB Gene Name
AT1G80820;33.48278149150423;-1.850827708964803;0.48382193936933415;-3.825431544872422;1.3054320652492932e-4;0.013149764978018234;CCR2;;844421;"Cinnamoyl-CoA reductase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAH9]";CCR2;UniProtKB Gene Name
AT1G80820;33.48278149150423;-1.850827708964803;0.48382193936933415;-3.825431544872422;1.3054320652492932e-4;0.013149764978018234;CCR2;Q9SAH9;844421;"Cinnamoyl-CoA reductase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAH9]";CCR2;UniProtKB Gene Name
AT1G80840;120.25677659352662;-0.8252793858055233;0.20635132253161945;-3.9993898545480113;6.350599491340444e-5;0.007930821762431296;WRKY40;Q9SAH7;844423;"Probable WRKY transcription factor 40 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAH7]";WRKY40;UniProtKB Gene Name
AT2G01180;320.1536973916348;-0.8742528052618834;0.22240987990917616;-3.930818206542333;8.465726745770224e-5;0.009565375378620272;ATPAP1;;814646;"phosphatidic acid phosphatase 1 [Source:TAIR;Acc:AT2G01180]";ATPAP1;TAIR Gene Name
AT2G01180;320.1536973916348;-0.8742528052618834;0.22240987990917616;-3.930818206542333;8.465726745770224e-5;0.009565375378620272;ATPAP1;Q9ZU49;814646;"phosphatidic acid phosphatase 1 [Source:TAIR;Acc:AT2G01180]";ATPAP1;TAIR Gene Name
AT2G01280;938.9945150112035;0.4866740536183327;0.13474417600746794;3.6118373946741844;3.0403519191142634e-4;0.023354933536937083;MEE65;;814656;"Cyclin/Brf1-like TBP-binding protein [Source:UniProtKB/TrEMBL;Acc:F4IN86]";MEE65;TAIR Gene Name
AT2G01290;948.1943951915717;0.4852150488865875;0.1349118351509215;3.5965343466256545;3.2248501995064255e-4;0.02427990947371635;RPI2;Q9ZU38;814657;"Probable ribose-5-phosphate isomerase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZU38]";RPI2;UniProtKB Gene Name
AT2G01300;82.28788243597278;-1.209780854071407;0.32727261491717746;-3.69655387872146;2.1854589431093228e-4;0.019285320549627928;;;814658;"Mediator of RNA polymerase II transcription subunit [Source:UniProtKB/TrEMBL;Acc:Q9ZU37]";;
AT2G01530;1079.2820422510943;0.49356331512354074;0.14613450147912127;3.3774591908677896;7.315880782084322e-4;0.04363984192776835;MLP329;Q9ZVF2;814682;"Uncharacterized protein At2g01530 (Fragment) [Source:UniProtKB/TrEMBL;Acc:C0SV41]";MLP329;UniProtKB Gene Name
AT2G03410;895.058539075293;0.36437263136680476;0.10552522421782125;3.4529434461535025;5.545052420462811e-4;0.03545347138891716;;Q9ZQ77;814870;"MO25-like protein At2g03410 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZQ77]";;
AT2G03420;857.0016242517604;0.3651164267083958;0.10904580332728342;3.348284991881417;8.13133472337923e-4;0.04693098730209823;;;814871;"Uncharacterized protein At2g03420/T4M8.15 [Source:UniProtKB/TrEMBL;Acc:Q9ZQ78]";;
AT2G03760;1152.2280490935284;-1.0518679631169625;0.1719477746253949;-6.117368866265121;9.513298701913191e-10;1.692970781494635e-6;ST;P52839;814903;"Cytosolic sulfotransferase 12 [Source:UniProtKB/Swiss-Prot;Acc:P52839]";SOT12;UniProtKB Gene Name
AT2G04495;23.97294691569661;-2.7015780364107784;0.5865089316395661;-4.606201015317205;4.10091983507315e-6;0.0010527076897604156;;;814990;"At2g04495 [Source:UniProtKB/TrEMBL;Acc:Q6NLT2]";;
AT2G04515;9.11552373715953;-4.162316101294442;1.0383095806105263;-4.0087428441592525;6.104284473801462e-5;0.007831081958673812;;;814993;"Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q5S4Y8]";;
AT2G13790;127.44459619234664;-1.0620393365807141;0.26038181018305934;-4.0787769922716794;4.5273238894416685e-5;0.006258598054825922;ATSERK4;Q9SKG5;815862;"Somatic embryogenesis receptor kinase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SKG5]";SERK4;UniProtKB Gene Name
AT2G15042;27.839066443284405;-1.866281343391095;0.48567527424580087;-3.8426525754048737;1.217117028838033e-4;0.012556296691225214;;;NA;"Leucine-rich repeat (LRR) family protein [Source:TAIR;Acc:AT2G15042]";;
AT2G15480;915.0620734073182;-0.6103402264988685;0.15189643849378132;-4.018133884843232;5.8660865382133104e-5;0.00768529313027885;UGT73B5;;816040;"Glycosyltransferase [Source:UniProtKB/TrEMBL;Acc:F4IIG3]";UGT73B5;TAIR Gene Name
AT2G15480;915.0620734073182;-0.6103402264988685;0.15189643849378132;-4.018133884843232;5.8660865382133104e-5;0.00768529313027885;UGT73B5;Q9ZQG4;816040;"Glycosyltransferase [Source:UniProtKB/TrEMBL;Acc:F4IIG3]";UGT73B5;TAIR Gene Name
AT2G15490;388.72267898762664;-0.7205430580632469;0.18865987353688138;-3.8192703331924314;1.3384701392996055e-4;0.013273674045943137;UGT73B4;Q7Y232;816041;"UDP-glycosyltransferase 73B4 [Source:UniProtKB/Swiss-Prot;Acc:Q7Y232]";UGT73B4;UniProtKB Gene Name
AT2G15490;388.72267898762664;-0.7205430580632469;0.18865987353688138;-3.8192703331924314;1.3384701392996055e-4;0.013273674045943137;UGT73B4;;816041;"UDP-glycosyltransferase 73B4 [Source:UniProtKB/Swiss-Prot;Acc:Q7Y232]";UGT73B4;UniProtKB Gene Name
AT2G16900;189.7722083202423;-1.0103601112371254;0.2595927772047215;-3.892096390803391;9.938174284964328e-5;0.010664809640975539;;;816192;"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9ZVX3]";;
AT2G17040;54.41121652927199;-2.3816486864082025;0.5107053831919641;-4.66344934827716;3.1095274805223917e-6;8.996155476002586e-4;anac036;;816209;"NAC domain containing protein 36 [Source:UniProtKB/TrEMBL;Acc:F4IME8]";anac036;TAIR Gene Name
AT2G17290;310.3189085525262;-0.5209699797791624;0.13134773348752862;-3.966341602907279;7.298423967012403e-5;0.008620552403024064;CPK6;Q38872;816235;"Calcium-dependent protein kinase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q38872]";CPK6;UniProtKB Gene Name
AT2G18193;276.6789288394976;-1.0670966118856284;0.23822196331482007;-4.4794216160304945;7.484556814799946e-6;0.0016649240706255505;;Q8GW96;816333;"AAA-ATPase At2g18193 [Source:UniProtKB/Swiss-Prot;Acc:Q8GW96]";;
AT2G19450;301.4924708205149;-0.6168231827402152;0.15986930940288385;-3.858296411262839;1.1418012203854678e-4;0.011894226859186178;TAG1;Q9SLD2;816464;"Diacylglycerol O-acyltransferase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SLD2]";DGAT1;UniProtKB Gene Name
AT2G20960;443.77895535356913;-0.500299892445938;0.14212560002618785;-3.5201251031042506;4.313432953381339e-4;0.029618443961240675;pEARLI4;;816630;"PEARLI 4 protein [Source:UniProtKB/TrEMBL;Acc:Q9SKR5]";pEARLI4;TAIR Gene Name
AT2G21210;762.1380646986139;1.0791320128538924;0.1877951858562526;5.746324155933963;9.1204384242407e-9;1.145688014998001e-5;;;816658;"SAUR-like auxin-responsive protein family [Source:TAIR;Acc:AT2G21210]";;
AT2G22880;85.38203363499322;-1.4612646418699657;0.31047692884329814;-4.706516027822104;2.519861821899719e-6;8.408070188541953e-4;;;816819;"At2g22880 [Source:UniProtKB/TrEMBL;Acc:O81005]";;
AT2G23810;1956.905903297217;-0.662664141792009;0.18451429134967348;-3.591397376023262;3.289096898464391e-4;0.02459077395674846;TET8;Q8S8Q6;816913;"TET8 [Source:UniProtKB/TrEMBL;Acc:A0A178VYI5]";TET8;UniProtKB Gene Name
AT2G24240;111.14480969141394;-0.7588698709810224;0.2043136788402678;-3.7142391801104324;2.0381595720756442e-4;0.018211254251747022;;Q9ZUH1;816958;"BTB/POZ domain-containing protein At2g24240 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUH1]";;
AT2G24500;566.4562523080724;-0.45648402251090003;0.1262037322518625;-3.617040592744937;2.9799058553835894e-4;0.022973245321919335;FZF;Q9ZQ18;816986;"Cytoplasmic 60S subunit biogenesis factor REI1 homolog 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZQ18]";REIL2;UniProtKB Gene Name
AT2G24600;88.02097741175986;-0.8539086252032445;0.25566339006903294;-3.3399722383900032;8.378676512666021e-4;0.047662796869197464;;;816996;"Ankyrin repeat family protein [Source:UniProtKB/TrEMBL;Acc:F4IPR3]";;
AT2G24850;12.326907250339325;-4.179006829596889;0.9994634387461383;-4.181250326514793;2.8991047471943366e-5;0.004725983349338554;TAT3;Q9SK47;817022;"Probable aminotransferase TAT3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SK47]";TAT3;UniProtKB Gene Name
AT2G25460;94.75234120067252;-1.3214181998340082;0.2951627128638026;-4.476914400918088;7.572959510198694e-6;0.0016672221684566298;;;817084;"CONTAINS InterPro DOMAIN/s: C2 calcium-dependent membrane targeting (InterPro:IPR000008); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G04860.1); Ha. [Source:TAIR;Acc:AT2G25460]";;
AT2G25735;267.0533083222817;-0.5746287836293624;0.15393703215418725;-3.732882046561737;1.8930125652805567e-4;0.01720224822619842;;;817115;"Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q8RUI1]";;
AT2G26190;365.9048917790111;-0.7162648427952715;0.1444534512196914;-4.95844742197224;7.105876353379862e-7;3.298825859270151e-4;;;817159;"IQ domain-containing protein IQM4 [Source:UniProtKB/Swiss-Prot;Acc:O64851]";IQM4;UniProtKB Gene Name
AT2G26190;365.9048917790111;-0.7162648427952715;0.1444534512196914;-4.95844742197224;7.105876353379862e-7;3.298825859270151e-4;;O64851;817159;"IQ domain-containing protein IQM4 [Source:UniProtKB/Swiss-Prot;Acc:O64851]";IQM4;UniProtKB Gene Name
AT2G26530;547.54970811492;-0.7252043196802371;0.18108677289519887;-4.004733797426153;6.208735853667606e-5;0.007831081958673812;AR781;;817194;"AR781 [Source:UniProtKB/TrEMBL;Acc:A0A178VPT1]";AR781;TAIR Gene Name
AT2G26560;671.4930849297011;-0.8233541976821803;0.1774144926978884;-4.6408508412231875;3.4697752331621095e-6;9.499621808227801e-4;PLP2;O48723;817197;"Patatin-like protein 2 [Source:UniProtKB/Swiss-Prot;Acc:O48723]";PLP2;UniProtKB Gene Name
AT2G27389;100.32095239582655;-1.3254514446632286;0.33910245557258756;-3.9087049441300943;9.279221027063026e-5;0.010161936668355432;;;10723092;"unknown protein; LOCATED IN: endomembrane system. [Source:TAIR;Acc:AT2G27389]";;
AT2G27390;79.29642260103127;-1.5205133447526111;0.3738027407823928;-4.067689128148393;4.7481667440932473e-005;0.006499814155135339;;;817284;"At2g27390 [Source:UniProtKB/TrEMBL;Acc:Q9XIP3]";;
AT2G28400;71.94135331238795;-1.5812200060230643;0.373421176135159;-4.234414401423087;2.2914804604848136e-5;0.004011029937184688;;;817388;"Uncharacterized protein At2g28400 [Source:UniProtKB/TrEMBL;Acc:Q9SKN0]";;
AT2G29090;846.6186681855792;0.7361015077172747;0.2139986868340858;3.4397477788636044;5.822565324846217e-4;0.03689640430625844;CYP707A2;O81077;817457;"Abscisic acid 8'-hydroxylase 2 [Source:UniProtKB/Swiss-Prot;Acc:O81077]";CYP707A2;UniProtKB Gene Name
AT2G29090;846.6186681855792;0.7361015077172747;0.2139986868340858;3.4397477788636044;5.822565324846217e-4;0.03689640430625844;CYP707A2;;817457;"Abscisic acid 8'-hydroxylase 2 [Source:UniProtKB/Swiss-Prot;Acc:O81077]";CYP707A2;UniProtKB Gene Name
AT2G29430;9.819835188030613;-2.4228918929426477;0.707664548885744;-3.423785883802745;6.175525754735086e-4;0.03867400366345096;;;3768235;"Coiled-coil protein (DUF572) [Source:UniProtKB/TrEMBL;Acc:Q9ZW25]";;
AT2G30140;561.2176515316595;-0.6664773963514365;0.18237543127576386;-3.654425333989632;2.5775865981231966e-4;0.021025781597018504;;O64733;817566;"UDP-glycosyltransferase 87A2 [Source:UniProtKB/Swiss-Prot;Acc:O64733]";UGT87A2;UniProtKB Gene Name
AT2G30140;561.2176515316595;-0.6664773963514365;0.18237543127576386;-3.654425333989632;2.5775865981231966e-4;0.021025781597018504;;;817566;"UDP-glycosyltransferase 87A2 [Source:UniProtKB/Swiss-Prot;Acc:O64733]";UGT87A2;UniProtKB Gene Name
AT2G30210;129.32599991653709;0.9087665515736936;0.2400230846362822;3.7861631223962835;1.5299126412533255e-4;0.014650800203571644;LAC3;Q56YT0;817571;"Laccase-3 [Source:UniProtKB/Swiss-Prot;Acc:Q56YT0]";LAC3;UniProtKB Gene Name
AT2G30250;625.0349191740065;-0.6663421915103501;0.14382592831358443;-4.632976816652424;3.6044491667557766e-6;9.643313731007121e-4;WRKY25;O22921;817575;"Probable WRKY transcription factor 25 [Source:UniProtKB/Swiss-Prot;Acc:O22921]";WRKY25;UniProtKB Gene Name
AT2G30550;171.13356432144815;-0.9156162732506858;0.2490899394478355;-3.6758460629937826;2.3706244405659424e-4;0.02020539534143388;;;817604;"Phospholipase A1-Igamma2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q3EBR6]";;
AT2G30550;171.13356432144815;-0.9156162732506858;0.2490899394478355;-3.6758460629937826;2.3706244405659424e-4;0.02020539534143388;;Q3EBR6;817604;"Phospholipase A1-Igamma2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q3EBR6]";;
AT2G30770;28.61667256981253;-5.6185657092089025;1.1709148691466469;-4.798440823715619;1.5990553658352306e-6;6.5323921859463e-4;CYP71A13;O49342;817628;"Indoleacetaldoxime dehydratase [Source:UniProtKB/Swiss-Prot;Acc:O49342]";CYP71A13;UniProtKB Gene Name
AT2G31670;1305.7383513147556;0.38553920781741274;0.1144416480007543;3.3688715127107534;7.547660416329677e-4;0.044648279277207825;;Q9SIP1;817723;"Stress-response A/B barrel domain-containing protein UP3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIP1]";UP3;UniProtKB Gene Name
AT2G31865;64.30004058468768;-1.7092585999033685;0.4526775683349178;-3.7758853529909335;1.5944031878678455e-4;0.015001666313754719;PARG2;;817744;"poly(ADP-ribose) glycohydrolase 2 [Source:TAIR;Acc:AT2G31865]";PARG2;TAIR Gene Name
AT2G31865;64.30004058468768;-1.7092585999033685;0.4526775683349178;-3.7758853529909335;1.5944031878678455e-4;0.015001666313754719;PARG2;Q8VYA1;817744;"poly(ADP-ribose) glycohydrolase 2 [Source:TAIR;Acc:AT2G31865]";PARG2;TAIR Gene Name
AT2G31880;404.0324258432584;-0.8077515761908903;0.19258972337679134;-4.194157206459912;2.7388799240061702e-5;0.004539080924894438;SOBIR1;Q9SKB2;817746;"Leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SKB2]";SOBIR1;UniProtKB Gene Name
AT2G32140;32.69051050341595;-1.6281958737842943;0.43654201432833767;-3.7297575498876827;1.9166410688946665e-4;0.017343165265358305;;;817773;"Transmembrane receptor [Source:UniProtKB/TrEMBL;Acc:F4ISS7]";;
AT2G32200;97.18850710281416;-1.1341233205204448;0.3265366069715598;-3.473188905338332;5.143132201504393e-4;0.03348524029363607;;;817779;"unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G32210.1); Ha. [Source:TAIR;Acc:AT2G32200]";;
AT2G32660;63.85994439215138;-1.026785590823856;0.2586627133624685;-3.969592592129828;7.199562604680602e-5;0.008620552403024064;AtRLP22;Q9SVM3;817826;"Receptor like protein 22 [Source:UniProtKB/Swiss-Prot;Acc:O48851]";AtRLP22;TAIR Gene Name
AT2G32660;63.85994439215138;-1.026785590823856;0.2586627133624685;-3.969592592129828;7.199562604680602e-5;0.008620552403024064;AtRLP22;O48851;817826;"Receptor like protein 22 [Source:UniProtKB/Swiss-Prot;Acc:O48851]";AtRLP22;TAIR Gene Name
AT2G32680;53.57794401388672;-2.1581408861006537;0.43381017422852375;-4.974850785689001;6.529791835402091e-7;3.09874899211137e-4;AtRLP23;O48849;817828;"Receptor like protein 23 [Source:UniProtKB/Swiss-Prot;Acc:O48849]";AtRLP23;TAIR Gene Name
AT2G33110;55.932471622506014;-1.6753826740535094;0.39865464618718055;-4.202591616772142;2.6387639405674187e-5;0.004518674737235063;ATVAMP723;Q8VY69;817873;"Vesicle-associated membrane protein 723 [Source:UniProtKB/Swiss-Prot;Acc:Q8VY69]";VAMP723;UniProtKB Gene Name
AT2G33110;55.932471622506014;-1.6753826740535094;0.39865464618718055;-4.202591616772142;2.6387639405674187e-5;0.004518674737235063;ATVAMP723;;817873;"Vesicle-associated membrane protein 723 [Source:UniProtKB/Swiss-Prot;Acc:Q8VY69]";VAMP723;UniProtKB Gene Name
AT2G35930;95.47441375060383;-0.7969869926437045;0.23800449763371534;-3.348621562060786;8.121464417945058e-4;0.04693098730209823;PUB23;Q84TG3;818166;"E3 ubiquitin-protein ligase PUB23 [Source:UniProtKB/Swiss-Prot;Acc:Q84TG3]";PUB23;UniProtKB Gene Name
AT2G35980;102.2470342285977;-3.6104776431012993;0.8716626329783025;-4.142058528728019;3.4420247292721964e-5;0.00531816133473295;YLS9;Q9SJ52;818171;"NDR1/HIN1-like protein 10 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJ52]";NHL10;UniProtKB Gene Name
AT2G36790;135.09203979638878;-0.6731779400973386;0.18951586351974975;-3.5520928306204067;3.8218000228417055e-4;0.02729583260461024;UGT73C6;Q9ZQ95;818251;"Glycosyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:W8PVK2]";UGT73C6;UniProtKB Gene Name
AT2G36830;6174.024445301268;0.5561918855113644;0.15578863830221237;3.570169760598427;3.5674995451291154e-4;0.026137377954292513;GAMMA-TIP;P25818;818255;"Aquaporin TIP1-1 [Source:UniProtKB/Swiss-Prot;Acc:P25818]";TIP1-1;UniProtKB Gene Name
AT2G37710;512.5234188840396;-0.8044406936470374;0.23714538181104963;-3.3921836786515698;6.933794155666448e-4;0.04182801530911215;RLK;O80939;818348;"L-type lectin-domain containing receptor kinase IV.1 [Source:UniProtKB/Swiss-Prot;Acc:O80939]";LECRK41;UniProtKB Gene Name
AT2G38290;320.68920180308254;-0.6276009267645554;0.1598727277792154;-3.9256284388371334;8.650359734278438e-5;0.009722549059237686;ATAMT2;Q9M6N7;818409;"Ammonium transporter 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M6N7]";AMT2;UniProtKB Gene Name
AT2G38290;320.68920180308254;-0.6276009267645554;0.1598727277792154;-3.9256284388371334;8.650359734278438e-5;0.009722549059237686;ATAMT2;;818409;"Ammonium transporter 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M6N7]";AMT2;UniProtKB Gene Name
AT2G38470;396.03636887040216;-1.1227786074907995;0.14678677794364536;-7.649044574858498;2.0247804985218258e-14;2.1619593772966795e-10;WRKY33;Q8S8P5;818429;"WRKY33 [Source:UniProtKB/TrEMBL;Acc:A0A384L4W4]";WRKY33;UniProtKB Gene Name
AT2G39200;325.16970581215367;-0.9570592833560257;0.15921806203827524;-6.0109969378094394;1.843858892890984e-9;3.0288928198220737e-6;MLO12;O80961;818505;"MLO-like protein [Source:UniProtKB/TrEMBL;Acc:A0A178VNS1]";MLO12;UniProtKB Gene Name
AT2G39210;646.4037058311903;-0.8611317265585955;0.16677526261598488;-5.1634259964646505;2.4247046725554256e-7;1.528907559295331e-4;;;818506;"At2g39210/T16B24.15 [Source:UniProtKB/TrEMBL;Acc:O80960]";;
AT2G39660;842.4294114792224;-0.5033263974080168;0.12827534087000184;-3.923796997882104;8.71641912710014e-5;0.00974550421252479;BIK1;O48814;818549;"BIK1 [Source:UniProtKB/TrEMBL;Acc:A0A178VYW0]";BIK1;UniProtKB Gene Name
AT2G40095;169.67575547388807;-0.9152286150188251;0.26499411303971054;-3.4537696121637014;5.528094175797037e-4;0.03545118652376748;;;818598;"Alpha/beta hydrolase related protein [Source:UniProtKB/TrEMBL;Acc:Q8GZ10]";;
AT2G40140;796.0238392110252;-0.8298980971910552;0.17305120738418753;-4.7956793236848965;1.6212446071419055e-6;6.5323921859463e-4;CZF1;Q9XEE6;818605;"Zinc finger CCCH domain-containing protein 29 [Source:UniProtKB/Swiss-Prot;Acc:Q9XEE6]";CZF1;TAIR Gene Name
AT2G41100;3858.9911527043405;-1.1823913983207337;0.14761897179708197;-8.009752296243175;1.1493971124637917e-15;2.454537533666427e-11;TCH3;;818709;"Calmodulin-like protein 12 [Source:UniProtKB/Swiss-Prot;Acc:P25071]";CML12;UniProtKB Gene Name
AT2G41100;3858.9911527043405;-1.1823913983207337;0.14761897179708197;-8.009752296243175;1.1493971124637917e-15;2.454537533666427e-11;TCH3;P25071;818709;"Calmodulin-like protein 12 [Source:UniProtKB/Swiss-Prot;Acc:P25071]";CML12;UniProtKB Gene Name
AT2G41380;697.9119614524449;-1.1079259891152171;0.23739109280431037;-4.667091658862359;3.054930722503346e-6;8.996155476002586e-4;;;818736;"At2g41380 [Source:UniProtKB/TrEMBL;Acc:Q9ZVC3]";;
AT2G41730;279.878781542642;-0.7386293628448489;0.22217190076919377;-3.324584973561458;8.855024451140237e-4;0.048708510235282935;;;818772;"Calcium-binding site protein [Source:UniProtKB/TrEMBL;Acc:O22947]";;
AT2G41940;489.12093312828506;0.5652733442300101;0.15791927596382715;3.579508206202079;3.442414388682604e-4;0.025436940923985123;ZFP8;P93751;818794;"Zinc finger protein 8 [Source:UniProtKB/Swiss-Prot;Acc:P93751]";ZFP8;UniProtKB Gene Name
AT2G42360;58.762684300550816;-1.4191866834117066;0.3393772059340106;-4.181738368391356;2.8928874658838492e-5;0.004725983349338554;;Q9SLC3;818837;"E3 ubiquitin-protein ligase ATL41 [Source:UniProtKB/Swiss-Prot;Acc:Q9SLC3]";ATL41;UniProtKB Gene Name
AT2G44370;151.85357656821256;-1.0802319249788206;0.26378391784123423;-4.095139437685464;4.219143790393785e-5;0.0060666502393936185;;;819044;"At2g44370 [Source:UniProtKB/TrEMBL;Acc:O64871]";;
AT2G45760;34.45737962280374;-5.422440195490057;1.3543331316628084;-4.003771353383751;6.234061966633332e-5;0.007831081958673812;BAP2;Q58FX0;819184;"BON1-associated protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q58FX0]";BAP2;UniProtKB Gene Name
AT2G46400;98.29844768789935;-1.934756207290147;0.37117464134136074;-5.212522602024411;1.8628986244134404e-7;1.3260733374783007e-4;WRKY46;Q9SKD9;819248;"Probable WRKY transcription factor 46 [Source:UniProtKB/Swiss-Prot;Acc:Q9SKD9]";WRKY46;UniProtKB Gene Name
AT2G47000;630.1877823068379;-0.8627445934618024;0.19320019220132248;-4.465547283528514;7.986433072880874e-6;0.0017403089619527658;MDR4;;819314;"ABC transporter B family member 4 [Source:UniProtKB/Swiss-Prot;Acc:O80725]";ABCB4;UniProtKB Gene Name
AT2G47000;630.1877823068379;-0.8627445934618024;0.19320019220132248;-4.465547283528514;7.986433072880874e-6;0.0017403089619527658;MDR4;O80725;819314;"ABC transporter B family member 4 [Source:UniProtKB/Swiss-Prot;Acc:O80725]";ABCB4;UniProtKB Gene Name
AT2G47590;1026.9120600869946;0.4658220591714954;0.13143391043945848;3.544154302447418;3.93874656411093e-4;0.027759713820656406;PHR2;Q8LB72;819372;"At2g47590 [Source:UniProtKB/TrEMBL;Acc:Q058P5]";PHR2;UniProtKB Gene Name
AT2G47910;690.8700088648421;0.4422898530067318;0.13231378296191615;3.3427345443976613;8.295721632394883e-4;0.04736768327801945;CRR6;;819403;"Protein CHLORORESPIRATORY REDUCTION 6, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O82258]";CRR6;UniProtKB Gene Name
AT2G47910;690.8700088648421;0.4422898530067318;0.13231378296191615;3.3427345443976613;8.295721632394883e-4;0.04736768327801945;CRR6;O82258;819403;"Protein CHLORORESPIRATORY REDUCTION 6, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O82258]";CRR6;UniProtKB Gene Name
AT2G47950;3.160175515608133;-4.47887233835365;1.2799199521340399;-3.499337853813376;4.6641518521796155e-4;0.031125925876029904;;;819407;"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: root, flower; EXPRESSED DURING: petal differentiation and expansion stage; BEST Arabidopsis thaliana p /.../ match is: unknown protein (TAIR:AT3G62990.1); Ha. [Source:TAIR;Acc:AT2G47950]";;
AT3G01190;228.43852393824025;0.8526060288254309;0.23239668967306307;3.6687528984379325;2.437365145634358e-4;0.020573095922933483;;Q43735;821314;"Peroxidase [Source:UniProtKB/TrEMBL;Acc:A0A178V802]";PER27;UniProtKB Gene Name
AT3G01830;47.43073385271984;-1.6240018411637924;0.3561358862624;-4.560062335215587;5.1138438441260346e-6;0.0012409788101285393;;Q9SGI8;820033;"Probable calcium-binding protein CML40 [Source:UniProtKB/Swiss-Prot;Acc:Q9SGI8]";CML40;UniProtKB Gene Name
AT3G01830;47.43073385271984;-1.6240018411637924;0.3561358862624;-4.560062335215587;5.1138438441260346e-6;0.0012409788101285393;;;820033;"Probable calcium-binding protein CML40 [Source:UniProtKB/Swiss-Prot;Acc:Q9SGI8]";CML40;UniProtKB Gene Name
AT3G01840;13.287925478515119;-1.9334927230428618;0.5769745859932353;-3.3510881934503978;8.049466214286275e-4;0.04693098730209823;;Q9SGI7;820047;"Protein LYK2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SGI7]";LYK2;UniProtKB Gene Name
